"Jacqueline D. Reses > Square Financial Services, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 213 Connections,,
"Smolin, Philip ","Amobee, Inc. - Chief Strategy Officer","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Smoot, Richard L.",Federal Reserve Bank of Philadelphia - Former First Vice President and Chief Operating Officer,"Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Smucker, Timothy P.",The J. M. Smucker Company - Chairman Emeritus,"Dreyer's Grand Ice Cream Holdings, Inc. (Rogers, T. Gary)"
"Smyth, Conor J.",Goldman Sachs Australia Pty Ltd - Director,"Goldman Sachs Australia Pty Ltd (Evans, J. Michael )"
"Smyth, Robert E.",Wells Fargo & Company - Member of New England Advisory Board,"Wells Fargo & Company (NYSE:WFC) (Craver, Theodore F.), Wells Fargo & Company (NYSE:WFC) (Stumpf, John G.)"
"Snabe, Jim Hagemann",Siemens Aktiengesellschaft - Independent Chairman of Supervisory Board,"DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Sneed, Michael E.",Johnson & Johnson - Executive VP of Global Corporate Affairs & Chief Communication Officer,"The Advertising Council, Inc. (Bain, Adam )"
"Snell, Alonzo","Credit Union Executives Society, Inc. - Former Director","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Snell, James C.",Tri-Valley Bank - Chairman of the Board,"Tri-Valley Bank (Grisham, Arnold T.)"
"Snell, Mark Alan",Pacific Enterprises Inc. - Director and Director of Southern California Gas Company,"Pacific Enterprises Inc. (Jones, William D.), San Diego Gas & Electric Company (Jones, William D.), Sempra Energy (NYSE:SRE) (Jones, William D.), Southern California Gas Company (Jones, William D.)"
"Snell, Mike ",Educational Employees Credit Union - Chairman of the Board,"Educational Employees Credit Union (Dooley, Elizabeth J.)"
"Snelson, Greg",Countrywide Bank FSB - Executive Vice President and Chief Financial Officer,"Countrywide Bank FSB (McGee, Liam E.), Countrywide Bank FSB (Parry, Robert T.)"
"Snider, Stacey ",20th Century Studios - Chairman and Chief Executive Officer,"American Film Institute (Meyer, Barry M.)"
"Snow, Marlon O.",The University of Utah - Member of Board of Regents,"The University of Utah (Boyer, H. Roger)"
"Snowe, Olympia J.","Olympia Snowe, LLC - Chairman and Chief Executive Officer","Synchrony Bank (Hartnack, Richard C.), Synchrony Financial (NYSE:SYF) (Hartnack, Richard C.)"
"Snyder, Angela M.","Fulton Bank of New Jersey - Former Chairman, President & CEO","Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Snyder, Barry M.",Bay View Capital Corp. - Former Chairman,"Great Lakes Bancorp, Inc. (Collins, Paula Robinson)"
"Snyder, Donald D.",Boyd Kenner Inc. - Senior Vice President and Director,"Boyd Gaming Corporation (NYSE:BYD) (Thomas, Peter M.), Western Alliance Bank (Grisham, Arnold T.), Western Alliance Bank (Myers, Daniel P.)"
"Snyder, Harley W.",Countrywide Financial Corp. - Former Lead Director,"Countrywide Financial Corp. (Parry, Robert T.)"
"Snyder, Kent G.",Tejon Ranch Co. - Former Director,"Pacific Premier Bancorp, Inc. (NasdaqGS:PPBI) (Gardner, Steven R.), Pacific Premier Bank (Gardner, Steven R.)"
"Snyder, Kit K.",PSCU Incorporated - Director,"PSCU Incorporated (Doss, David E.), PSCU Incorporated (Stuart, Robert A.)"
"Snyder, Lonnie ","DocuSign, Inc. - Member of Advisory Board","DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Snyder, Richard D.","Ardesta, LLC - Co-Founder, Chief Executive Officer and Chairman","The Nature Conservancy (Ma, Yun )"
"Snyder, Sidney R.",Pacific Financial Corporation - Former Director,"Columbia Banking System, Inc. (NasdaqGS:COLB) (Dressel, Melanie J.), Columbia State Bank (Dressel, Melanie J.)"
"Snyder, Timothy P.","Fleetwood Bank Corporation - President, CEO & Director","Federal Reserve Bank of Philadelphia, Inc. (Turner, Rosemary L.)"
"Snyder, Wallace S.",Valassis Communications Inc. - Former Director,"The Advertising Council, Inc. (Bain, Adam )"
"Sobchack, Vivian",American Film Institute - Trustee and Director,"American Film Institute (Meyer, Barry M.)"
"Socha, Kenneth M.","Perseus, L.L.C. - Senior Managing Director and Managing Director","Beacon Power, LLC (Deutch, Philip Joseph)"
"Socquet, Jorn","Anheuser-Busch Companies, LLC - Vice President of Marketing","The Advertising Council, Inc. (Bain, Adam )"
"Soda Ph.d., Takashi",Takeda Pharmaceutical Company Limited - Former General Manager - Pharmaceutical Research Division and Director,"Takeda Pharmaceutical Company Limited (TSE:4502) (Clark, Ian T.)"
"Sodeika, Lisa M.",Adtalem Global Education Inc. - Senior Vice President of Corporate Relations,"Board of Governors of the Federal Reserve System (Hymas, Scott L.), Board of Governors of the Federal Reserve System (Shepherd, J. Michael), Board of Governors of the Federal Reserve System (Yellen, Janet Louise)"
"Sodhani, Arvind ",Intel Capital - Founder,"Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Sodini, Peter J.","The Pantry, Inc. - Former Chairman, Chief Executive Officer, President and Chairman of Executive Committee","Buttrey Food & Drug Store (Young, Thomas C.)"
"Soehren, Larry","Real Estate Roundtable, The - Director","Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Soeryadjaya, William",Seroja Investments Limited - Former Non-Executive Chairman,"Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic )"
"Sohi, Mohsen M.",Freudenberg & Co. Kommanditgesellschaft - CEO & Member of Management Board,"Honeywell International Inc. (NYSE:HON) (Ayer, William S.)"
"Sohn Ph.D., Chang Mook",Pacific International Bank - Former Chairman of the Board,"Kaiser Foundation Health Plan of Washington (Johansen, Judith Ann), Kaiser Foundation Health Plan of Washington Options, Inc. (Johansen, Judith Ann)"
"Sohn, Sung Won",Western Alliance Bancorporation - Independent Director,"Western Alliance Bank (Grisham, Arnold T.), Western Alliance Bank (Myers, Daniel P.)"
"Sohn, Young K.","Samsung Electronics Co., Ltd. - President of Samsung Electronics Ltd and Chief Strategy Officer of Samsung Electronics Ltd","ARM Holdings PLC (Son, Masayoshi ), Cadence Design Systems, Inc. (NasdaqGS:CDNS) (Scalise, George Martin)"
"Sokalsky, Jamie Calvin",Probe Mines Limited - Non-Executive Chairman,"Barrick Gold Corporation (TSX:ABX) (Evans, J. Michael )"
"Sokol Jr., Gerald ",Catalina Marketing Corporation - Chief Executive Officer,"Vertis Holdings, Inc. (Durbin, Dean D.), Vertis, Inc. (Durbin, Dean D.)"
"Sokoloff, Jonathan D.","Leonard Green & Partners, L.P. - Managing Partner","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Sokoloff, Kiril",13D Research LLC - Founder and Chairman,"Wynn Las Vegas, LLC (Goldsmith, Russell D.), Wynn Resorts, Limited (NasdaqGS:WYNN) (Goldsmith, Russell D.)"
"Sokolow, Leonard Jay",Newbridge Securities Corporation - Chairman of the Board,"The Concours Group, Inc. (Shaffer, David H.)"
"Solanki, Ukabhai G.","Uka's Big Saver Foods, Inc. - Former President","First Choice Bank (Boeka, Adriana M.)"
"Soler, Nestor Cano",Tech Data Europe GmbH - President of Europe  and Member of European Executive Board,"Sprint Corporation (NYSE:S) (Son, Masayoshi )"
"Soll, Richard M.","WuXi AppTec, Inc. - Senior Vice President of Integrated Services","WuXi PharmaTech (Cayman) Inc. (Kwauk, Teh Ming )"
"Soloff, David ","Premise Data Corporation, Inc. - Co-Founder & Chairman","Premise Data Corporation, Inc. (Palihapitiya, Chamath )"
"Solomon, Beano",Ballet West - Member of General Board,"Ballet West (Carter, Carol)"
"Solomon, David Lee",Redstone Capital Partners - Co-Founder and Partner,"Green Bancorp, Inc. (Decker, Richard W.), Green Bank, N.A. (Decker, Richard W.)"
"Solomon, David M.",Goldman Sachs Australia Pty Ltd - President & COO,"Goldman Sachs Australia Pty Ltd (Evans, J. Michael )"
"Solomon, David Michael","The Goldman Sachs Group, Inc. - Chairman & CEO","The Goldman Sachs Group, Inc. (NYSE:GS) (Evans, J. Michael )"
"Solomon, Glenn",GGV Capital - Managing Partner,"Pandora Media, Inc. (Sarnoff, Richard )"
"Solomon, Howard","New York City Ballet, Inc. - Chairman Emeritus","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Solomon, Peter Jay","PJ SOLOMON, L.P. - Founder and Chairman","PVH Corp. (NYSE:PVH) (Stahl, Christian )"
"Solon, Mark ",Techstars Ventures - Managing Partner,"Highway 12 Ventures (Wilson, Barbara L.)"
"Solsrud, Brian K.","First Citizens Bank of Polson, National Association - Former Director","Tri-Valley Bank (Grisham, Arnold T.)"
"Solvik, Peter ",Sigma Partners - Managing Director,"DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Somekh, Sasson ","White Dog Labs, Inc. - Executive Chairman","Synopsys, Inc. (NasdaqGS:SNPS) (Vallee, Roy A.)"
"Somerhalder II, John William",ANR Pipeline Company - Director,"American Gas Association (Glynn, William C.)"
"Somes, James Dunham","Alexander Dunham Capital Group, Inc. - Senior Managing Director and Co-Founder","Citicorp LLC. (O'Neill, Michael E.)"
"Someya, Yoshihiko ",MUFG Americas Holdings Corporation - Former Deputy Chairman of the Board,"MUFG Americas Holdings Corporation (Hartnack, Richard C.), MUFG Union Bank, N.A. (Hartnack, Richard C.)"
"Sommer, Ron ",Mobile TeleSystems Public Joint Stock Company - Former Chairman of the Board,"Sprint Corporation (NYSE:S) (Son, Masayoshi )"
"Sommerer, Peter ","GoodContacts Research Ltd. - Chairman, Member of Management Board and Co-Founder","Network Equipment Technologies Inc. (Scalise, George Martin)"
"Sommers, Helen ",Washington State Investment Board - Former Director,"Washington State Investment Board (Pugh, Mary E.), Washington State Investment Board (Zinn, George )"
"Sommers, William P.","Rohr, Inc. - Director","Evergreen Solar Inc. (Deutch, Philip Joseph)"
"Son, Taizo ",Visionnaire Ventures - Co-Founder & Chairman of Japan,"SoftBank BB Corp. (Son, Masayoshi )"
"Song, Chun Guang","Haier Electronics Group Co., Ltd. - Former Sales Director of Mobile Handset Business and Deputy GM - Mobile Handset Business","Haier Electronics Group Co., Ltd. (SEHK:1169) (Zhang, Yong )"
"Song, Lixin ",Bluestar Adisseo Company - Independent Director,"Alibaba Pictures Group Limited (SEHK:1060) (Yu, Yongfu )"
"Sonneborn, Karen",San Francisco Ballet Association - Trustee,"San Francisco Ballet Association (Herbert, James H.), San Francisco Ballet Association (Mehran, Alexander R.)"
"Sonnek, David B.",Industrifonden - Chief Executive Officer,"FTV Capital (O'Neill, Michael E.), FTV Capital (Shepherd, J. Michael)"
"Sonsini, Larry W.","Wilson Sonsini Goodrich & Rosati, P.C. - Senior & Founding Partner","Silicon Valley Bank, Inc. (Wilcox, Kenneth Parmalee), SVB Financial Group (NasdaqGS:SIVB) (Wilcox, Kenneth Parmalee), Wilson Sonsini Goodrich & Rosati, P.C. (Bochner, Steven E.)"
"Soong, Leo C.H.",Public Broadcasting Service - Director,"AAA Northern California, Nevada & Utah (Collins, Paula Robinson), CSAA Insurance Exchange (Collins, Paula Robinson)"
"Soon-Shiong, Patrick ","NantKwest, Inc. - Executive Chairman & CEO","Los Angeles Times Communications, LLC (Levinsohn, Ross B.), Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Soota, Ashok ","Happiest Minds Technologies Limited - Founder, Executive Chairman and Member of Advisory Board","Mindtree Limited (NSEI:MINDTREE) (Scalise, George Martin), Wipro Limited (BSE:507685) (Paul, Vivek )"
"Sophie, Michael J.",Skycross Inc. - Executive Chairman,"UTStarcom Holdings Corp. (NasdaqGS:UTSI) (Son, Masayoshi )"
"Sordello, Steven J.",LinkedIn Corporation - Chief Financial Officer and Senior Vice President,"Atlassian Corporation Plc (NasdaqGS:TEAM) (Beer, James A.)"
"Sorensen, Larry V.",W.T.B. Financial Corporation - Senior VP & CFO,"Commerce National Bank (Craver, Theodore F.)"
"Sørensen, Lars Rebien",Novo Nordisk Inc. - Chief Executive Officer of Novo Nordisk A/S and President of Novo Nordisk A/S,"Bertelsmann SE & Co. KGaA (Sarnoff, Richard )"
"Sorensen, Roy W.","Cost-U-Less, Inc. - Former Chief Operating Officer and Vice President","Cost-U-Less, Inc. (Donegan, Robert C.)"
"Sorenson Jr., Charles Wallace","Intermountain Healthcare, Inc. - Former Trustee","Intermountain Healthcare, Inc. (Ivory, Clark), Intermountain Healthcare, Inc. (Packard, Matt Calvin), Selecthealth Benefit Assurance (Richards, Patricia Rae), SelectHealth, Inc. (Richards, Patricia Rae)"
"Sorenson, Ralph Z.","Whole Foods Market, Inc. - Independent Director","Whole Foods Market, Inc. (Nordstrom, Blake W.)"
"Soriot, Pascal ",AstraZeneca PLC - CEO & Executive Director,"Genentech, Inc. (Clark, Ian T.)"
"Sornsin Jr., William Carrier","Scout Media, Inc. - Chief Technology Officer","TheMaven, Inc. (OTCPK:MVEN) (Heckman, James Charles), TheMaven, Inc. (OTCPK:MVEN) (Levinsohn, Ross B.)"
"Sorokin, Alex",Cella Energy Limited - Chief Executive Officer and Executive Director,"Vertis, Inc. (Durbin, Dean D.)"
"Soros, Daisy M.","The Philharmonic-Symphony Society of New York, Inc. - Secretary and Director","Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Sorrell, Edward L.",Vantage West Credit Union - Former Chairman of the Board,"Vantage West Credit Union (Ramirez, Robert D.)"
"Sorrell, Martin S.","Burson-Marsteller, LLC - Former Chief Executive Officer of WPP","Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Sorrells, Christopher D.","GSE Systems, Inc. - Former COO & Director","Global Resource Options, Inc. (Deutch, Philip Joseph), Lehigh Technologies, Inc. (Deutch, Philip Joseph), Renewable Energy Group, Inc. (NasdaqGS:REGI) (Deutch, Philip Joseph)"
"Sorrentino, Rob ","Bertelsmann, Inc. - President & COO","Bertelsmann, Inc. (Sarnoff, Richard )"
"Sosin, Susan Fawcett",Joyce Theatre Foundation - Secretary and Trustee,"Joyce Theatre Foundation (Herbert, James H.)"
"Sosland, Morton I.",CompuServe Corporation - Director,"Janus Capital Group, Inc. (Parry, Robert T.)"
"Soting, Kjell-Åke ",Telefonaktiebolaget LM Ericsson (publ) - Employee Representative Director,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Ekholm, E. Börje)"
"Soto, Eduardo",Muzik Inc. - Director,"MUZIK, LLC (Levinsohn, Ross B.)"
"Soulen, Philip B.","West One Bancorp - Former Director and Director - West One Bank,Idaho","Idaho Power Company (Johansen, Judith Ann)"
"Soumekh, Betty",5to1 Holding Corp. - Former Chief Financial Officer,"5to1 Holding Corp. (Heckman, James Charles), 5to1 Holding Corp. (Levinsohn, Ross B.)"
"South III, John T.","Higher Education Services, Inc. - President and Director","Education Management Corporation (OTCPK:EDMC.Q) (Cook, Kermit J.)"
"Spadafor, Christine J.",Coltala Holdings - Managing Director,"Boyd Gaming Corporation (NYSE:BYD) (Thomas, Peter M.)"
"Spadafora, Samuel T.","Niku, LLC - Director","Chegg, Inc. (NYSE:CHGG) (Sarnoff, Richard )"
"Spade, Katherine Brosnahan","Kate Spade, LLC - Co-Founder and Principal","NYC2012, Inc. (Shepherd, J. Michael)"
"Spaght, Pearson ","Fletcher Spaght, Inc. - President & General Partner","iSuppli Corporation (Scalise, George Martin)"
"Spanfeller, James J.","Spanfeller Media Group, Inc. - Founder, Chief Executive Officer and President","FatTail, Inc. (Levinsohn, Ross B.), Freedom Communications, Inc. (Levinsohn, Ross B.), Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Spångberg, Carita Svärd",Husqvarna AB (publ) - Former Employee Representative Director,"Husqvarna AB (publ) (OM:HUSQ B) (Ekholm, E. Börje)"
"Spangler, Meredith R.",Bank of America Corporation,"Bank of America, National Association (McGee, Liam E.)"
"Spar, Debora L.",Value Retail PLC - Non-Executive Director,"The Goldman Sachs Group, Inc. (NYSE:GS) (Evans, J. Michael )"
"Sparks, Angela Kaye",Insurance Institute for Highway Safety - Director,"Insurance Institute for Highway Safety (McNaughton, Stanley William)"
"Spatz, David M.",BayCom Corp - Independent Director,"BayCom Corp. (NasdaqGS:BCML) (Hotchkiss, Malcolm F.), United Business Bank (Hotchkiss, Malcolm F.)"
"Spaulding, Jean G.","Cardinal Health 414, LLC - Director","Cardinal Health, Inc. (NYSE:CAH) (Francis, Philip L.)"
"Speakman, Sheree T.","Education Holdings 1, Inc. - Former Director","Education Holdings 1, Inc. (Sarnoff, Richard )"
"Spears, Janet Y.",East Bay Community Foundation - Chief Operating Officer,"East Bay Community Foundation (Taylor, Nicole C.)"
"Specker, Steven R.",The Southern Company - Lead Independent Director,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Spector, Gerald A.","ERP Operating Limited Partnership - COO- Equity Residential- GP, EVP-Equity Residential- GP & Trustee- Equity Residential- GP","Tribune Media Company (NYSE:TRCO) (Levinsohn, Ross B.)"
"Spector, Steve","United Business Bank, F.S.B. - Director and Director of First Ulb Corp.","United Business Bank, F.S.B. (Hotchkiss, Malcolm F.)"
"Spector, Steven M.",First ULB Corp. - Former Director,"First ULB Corp. (Hotchkiss, Malcolm F.)"
"Spector, Warren J.",Raycom Media Inc. - Chief Financial Officer,"Barrington Broadcasting Capital Corporation. (McNicol, Paul M.), Barrington Broadcasting Group LLC (McNicol, Paul M.), Vubiquity, Inc. (Levinsohn, Ross B.)"
"Speechly, Hugh",Clicksure Limited - Director of Operations & Advisory Board Member,"Clicksure Limited (Fitzsimons, Paul )"
"Speetzen, Michael T.","WSI Industries, Inc. - Vice President & CFO, Director","Pentair plc (NYSE:PNR) (Bryan, Glynis A.)"
"Speidel, Stephen A.",Kudelski Security - Chief Operations Officer,"Insight Enterprises, Inc. (NasdaqGS:NSIT) (Bryan, Glynis A.)"
"Speight, James G.",Knovel Corporation - Member of Editorial Advisory Board,"Knovel Corporation (Shaffer, David H.)"
"Speirn, Sterling K.",Peninsula Community Foundation - President and Chief Executive Officer,"Kellogg Company (NYSE:K) (Knauss, Donald R.)"
"Spek, Hanspeter ",Advent International Corporation - Operating Partner,"McKesson Europe AG (HMSE:CLS1) (Beer, James A.)"
"Spence, A. Michael","Jasper Ridge Partners, L.P. - Senior Advisor","Bank of America National Trust & Saving Association (O'Neill, Michael E.), BankAmerica Corp. (O'Neill, Michael E.), Business Breakthrough, Inc. (TSE:2464) (Greenberg, Eric), Business Breakthrough, Inc. (TSE:2464) (Son, Masayoshi )"
"Spence, Richard J.","Credit Union Executives Society, Inc. - Former Chairman","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Spence, Steven D.","Amarantus BioScience Holdings, Inc. - Director","Amarantus BioScience Holdings, Inc. (OTCPK:AMBS) (Grisham, Arnold T.)"
"Spence, Steven N.",West Coast Bancorp - Former Independent Director and Director of West Coast Bank,"Lake Oswego BR (Sznewajs, Robert D.), West Coast Bancorp (Sznewajs, Robert D.)"
"Spence, William H.",PPL Corporation - Non-Executive Chairman,"Electric Power Research Institute, Inc. (Craver, Theodore F.)"
"Spencer Ph.D., William J.",LiveFuels Inc. - Chairman,"SEMATECH, Inc. (Scalise, George Martin), The Investment Company of America (MutualFund:AIVS.X) (Jones, William D.)"
"Spencer, Douglas C.",Pacific Mercantile Bank - Senior VP & Regional Manager of Century City office,"1st Centennial Bancorp. (Sanborn, Richard M.)"
"Spencer, Edson White",Honeywell International Inc. - Former Chairman and Chief Executive Officer,"Honeywell International Inc. (NYSE:HON) (Ayer, William S.)"
"Spencer, Thomas R.",The Toronto-Dominion Bank - Former Vice Chairman of Risk Management,"The Jim Pattison Group, Inc. (Nordstrom, Blake W.)"
"Sperling, Scott M.",WMG Acquisition Corp. - President and Director,"Vertis Holdings, Inc. (Durbin, Dean D.), Vertis, Inc. (Durbin, Dean D.)"
"Spero, Joan E.",First Data Merchant Services LLC - Director,"Citibank, N.A. (O'Neill, Michael E.), Citicorp LLC. (O'Neill, Michael E.), Citigroup Inc. (NYSE:C) (O'Neill, Michael E.), The Brookings Institution (Blum, Richard Charles)"
"Sperry, Scott David",O.C. Tanner Company - Chief Operating Officer,"Selecthealth Benefit Assurance (Richards, Patricia Rae), SelectHealth, Inc. (Richards, Patricia Rae)"
"Spertell, Gwen","Liquid Engines, Inc. - President","Intelligent Results, Inc. (Chen, David Y.)"
"Speyer, Jerry Irving","Tishman Speyer Properties, L.P. - Chairman of the Board","Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic ), NYC2012, Inc. (Shepherd, J. Michael), Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Speyer, Robert Jeffrey","Tishman Speyer Real Estate D.C. Area Portfolio (VI) ERISA L.L.C. - Co-Chief Executive Officer, President, and Director","Real Estate Roundtable, The (Shorenstein, Douglas W.)"
"Sphar, Walter ",Plumas Bancorp - Former Director,"Plumas Bancorp (NasdaqCM:PLBC) (Ryback, Andrew J.)"
"Spiegel, Marilyn G.","Wynn Las Vegas, LLC - President","Caesars Entertainment Corporation (NasdaqGS:CZR) (Dionne, John D.), Wynn Las Vegas, LLC (Goldsmith, Russell D.)"
"Spiegel, William L.",Syndicate Re A.I. - Secretary and Director,"Green Bancorp, Inc. (Decker, Richard W.)"
"Spiegelman, Bruce ",Acceleron Pharma Inc. - Member of Scientific Advisory Board,"Agios Pharmaceuticals, Inc. (NasdaqGS:AGIO) (Clark, Ian T.)"
"Spieker Jr., Warren E.",Continuing Life LLC - Chairman and Managing Partner,"TMG Partners, LLC (Hall, Katheryn Ann)"
"Spielberg, Steven ","DreamWorks II Distribution Co., LLC - Chairman of The Board and Principal Partner","American Film Institute (Meyer, Barry M.)"
"Spielman CPA, Cheryl D.",First Republic Bank - Former Director,"First Republic Bank (NYSE:FRC) (Herbert, James H.), First Republic Bank (NYSE:FRC) (Hernández, Sandra R.)"
"Spielmann, Sandra J.",Southport Bank - Former Director,"Southport Bank (Boeka, Adriana M.)"
"Spielvogel, Carl ","Barneys New York, Inc. - Director","Asia Society (Evans, J. Michael ), Asia Society (Ng, Dominic ), Lincoln Center for the Performing Arts, Inc. (Herbert, James H.)"
"Spierkel, Gregory M. E.",PACCAR Inc - Independent Director,"PACCAR Financial Corp. (Parry, Robert T.), PACCAR Inc (NasdaqGS:PCAR) (Parry, Robert T.)"
"Spiezio, James M.","BP Fly Corporation - Chief Financial Officer, Vice President of Finance, Treasurer and Secretary","Beacon Power, LLC (Deutch, Philip Joseph)"
"Spillmann, Juerg ",SWX Europe Holdings Limited - Former Director,"SWX Europe Holdings Limited (Fitzsimons, Paul )"
"Spilman, Mollie ",Criteo S.A. - Former Chief Operating Officer,"Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan), Millennial Media Inc. (Levinsohn, Ross B.), The Advertising Council, Inc. (Bain, Adam )"
"Spinnato, Joseph E.","NYC & Company, Inc. - Former Director","NYC2012, Inc. (Shepherd, J. Michael)"
"Spires, Dianne E.",Sterling Financial Corporation - Former Director,"Sterling Financial Corporation (Donegan, Robert C.), Sterling Savings Bank (Donegan, Robert C.)"
"Spisso, Johnese M.","UCLA Health System - President, CEO of UCLA Hospital System and Associate Vice Chancellor of UCLA Health Sciences","Vizient, Inc. (Dahlberg, Edwin E.)"
"Spitz, Eric ","TKS, Inc. - Founder and Director","Freedom Communications, Inc. (Levinsohn, Ross B.)"
"Spitzer, David W.",Knovel Corporation - Member of Editorial Advisory Board,"Knovel Corporation (Shaffer, David H.)"
"Spivack, Nova","Bottlenose, Inc. - Co-Founder, Chief Executive Officer and Director","Radar Networks, Inc. (Levinsohn, Ross B.)"
"Splaine, David A.","Baldwin & Clarke Corporate Finance, Inc. - Managing Director","Wells Fargo & Company (NYSE:WFC) (Craver, Theodore F.), Wells Fargo & Company (NYSE:WFC) (Stumpf, John G.)"
"Splinter, Michael R.","WISC Partners, LLC - Co-Founder and General Partner","Nasdaq, Inc. (NasdaqGS:NDAQ) (Ekholm, E. Börje)"
"Spoerry, Vreni",Nestlé S.A. - Former Director,"Nestlé S.A. (SWX:NESN) (Martello, Wan Ling)"
"Spogli, Ronald P.","Freeman Spogli Management Co., L.P. - Founding Partner and Co-Chairman","Buttrey Food & Drug Store (Young, Thomas C.), Grandpoint Capital, Inc. (Young, Thomas C.), Northwest Bancshares Inc. (Young, Thomas C.), Regents Bank, National Association (Young, Thomas C.), Trafalgar Holdings, LLC (Young, Thomas C.)"
"Spolan, Mitch ","Chegg, Inc. - Executive Vice President of Marketing Services","The Advertising Council, Inc. (Bain, Adam )"
"Sponem, Kim Marie","Credit Union Executives Society, Inc. - Treasurer and Director","Credit Union Executives Society, Inc. (Ramirez, Robert D.)"
"Spoo, Sibylle ",Deutsche Telekom AG - Member of Supervisory Board,"Vodafone Kabel Deutschland GmbH (Fitzsimons, Paul )"
"Spork, Guido ",Kabel Deutschland Holding AG - Employee Representative Member of Supervisory Board,"Vodafone Kabel Deutschland GmbH (Fitzsimons, Paul )"
"Sprague, John L.",California Micro Devices Corporation - Former Director,"The Hanover Insurance Group, Inc. (NYSE:THG) (Leahy, John J.)"
"Spriggs, Brenda B.",Beneficial State Bank - Director,"Beneficial State Bank (Skaff, Daniel Lawrence)"
"Spring, Stephanie ",Co-operative Group Limited - Independent Non-Executive Director,"Future PLC (LSE:FUTR) (Fitzsimons, Paul )"
"Springer M.D., Karyn","Intermountain Healthcare, Inc. - Trustee","Intermountain Healthcare, Inc. (Ivory, Clark), Intermountain Healthcare, Inc. (Packard, Matt Calvin)"
"Springer, Daniel D.","DocuSign, Inc. - President, CEO & Director","DocuSign, Inc. (NasdaqGS:DOCU) (Yang, Chih-Yuan )"
"Springer, Mary Beth",Central Garden & Pet Company - Independent Director,"Catalyst Inc. (McGee, Liam E.)"
"Squire OBE, Geoffrey W.",Warburg Pincus LLC - International Business Manager,"Veritas Software Corp. (Beer, James A.)"
"Srednicki, Richard J.",MasterCard International Incorporated - Chairman of MasterCards U S Region and Director of MasterCards U S Region,"Western Alliance Bank (Grisham, Arnold T.), Western Alliance Bank (Myers, Daniel P.)"
"Srere, Linda J.","Universal Technical Institute, Inc. - Independent Director","Electronic Arts Inc. (NasdaqGS:EA) (Paul, Vivek )"
"Sridhar, A. V.","Digité, Inc. - Co Founder, Chief Executive Officer, President and Director","Wipro Limited (BSE:507685) (Paul, Vivek )"
"Srinivasan, Janakiraman",NuvePro Technologies Private Limited - Founder & Chairman,"Mindtree Limited (NSEI:MINDTREE) (Scalise, George Martin)"
"Srinivasan, Kalyanaraman ","Beauty.com, Inc. - President","GlobalScholar, Inc. (Shaffer, David H.)"
"Srinivasan, Rangarajan V.",Sundram Fasteners Limited - Independent Non-Executive Director,"Mindtree Limited (NSEI:MINDTREE) (Scalise, George Martin)"
"Srinivasan, S.",Pacific Partners - Member of Strategic Advisory Board,"Pacific Partners (Rubenstein, Gordon)"
"Sriperumal, Venu","Bubbly Inc. - Co-Founder, Chief Technology Officer and Director","Bubbly Inc. (Bates, Anthony John)"
"St. George, Martin J.",JetBlue Technology Ventures - Advisor,"The Advertising Council, Inc. (Bain, Adam )"
"St. John, Bonnie","NYC2012, Inc. - Director","NYC2012, Inc. (Shepherd, J. Michael)"
"St. John, Tom","Interactive Advertising Bureau, Inc. - Member of Advertising Technology Council","Interactive Advertising Bureau, Inc. (Bain, Adam ), Interactive Advertising Bureau, Inc. (Steinberg, Jonathan)"
"Stachler, Robert G.","The Hanover Insurance Group, Inc. - Former Director","The Hanover Insurance Group, Inc. (NYSE:THG) (Leahy, John J.)"
