"Michael  Ovitz > Creative Artists Agency, LLC > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 138 Connections,,
"Sullivan, Louis W.","Henry Schein, Inc. - Chairman of Medical Advisory Board","Georgia-Pacific LLC (Bell, Thomas D.)"
"Sullivan, Martin John",Lightyear Capital LLC - Operating Partner,"Eaglestone Reinsurance Company (Kissinger, Henry Alfred)"
"Sullivan, Owen J.",NCR Corporation - Chief Operating Officer,"NCR Corporation (NYSE:NCR) (Levinson, Linda Fayne)"
"Sullivan, Rich","STX Productions, LLC - Former Chief Financial Officer","STX Productions, LLC (Bonderman, David )"
"Sullivan, Scott","Clustrix, Inc. - Former Vice President of Technical Account Management","Clustrix, Inc. (Heiliger, Jonathan G.)"
"Sullivan, Stephen G.",Association of National Advertisers Inc. - Former Director,"Association of National Advertisers Inc. (Bifulco, Frank P.)"
"Sullivan, Timothy P.",Northlight Theatre Inc. - Former Trustee and Vice President of Planning,"Madison Dearborn Partners, LLC (Selati, Robin Paul)"
"Sullivan, William P.",Edison International - Independent Non-Executive Chair of the Board,"Aerospace Industries Association (Chabraja, Nicholas D.)"
"Sum, Charles ","Redleaf Group, Inc. - Managing Director and Vice President of Technology","HP Inc. (NYSE:HPQ) (Andreessen, Marc Lowell), Netscape Communications Corporation (Andreessen, Marc Lowell), Netscape Communications Corporation (Campbell, William V.)"
"Summe, Gregory L.",Glen Capital Partners LLC - Managing Partner,"Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.), Biomet Sports Medicine, LLC (Coslet, Jonathan J.), Biomet, Inc. (Coslet, Jonathan J.)"
"Summers, Lawrence Henry",Andreessen Horowitz LLC - Special Advisor,"Earn Global, Inc. (Horowitz, Benjamin A.)"
"Sumner, Polly A.","Wall Street Systems Delaware, Inc. - Executive officer","salesforce.com, inc. (NYSE:CRM) (Powell, Colin L.)"
"Sumsky, Michael A.",Diamond Glass Companies - Former Secretary and General Counsel,"Diamond Glass Companies (Danhakl, John G.), Diamond Glass Companies (Sokoloff, Jonathan D.)"
"Sun, Angela A.",The Western Union Company - Independent Director,"The Western Union Company (NYSE:WU) (Levinson, Linda Fayne)"
"Sun, Qiang Chang ",Warburg Pincus LLC - Special Limited Partner,"Warburg Pincus LLC (Frey, Dale F.)"
"Sun, Wei ",Morgan Stanley China - Chief Executive Officer,"The Estée Lauder Companies Inc. (NYSE:EL) (De Rothschild, Lynn Forester)"
"Sundaresh, Subramanian ","Xangati, Inc. - Former Chief Executive Officer and President","Jetstream Communications, Inc. (Davis, Chris A.)"
"Sunday, Mark E.",Oracle Corporation - Senior VP & Chief Information Officer,"Acteea, Inc. (Simoudis, Evangelos)"
"Sunderland, John M.",Merlin Entertainments Limited - Former Non-Executive Chairman,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Sunderland, Richard W.","American Public Education, Inc. - Executive VP & CFO","NeighborCare, Inc. (Coulter, James George)"
"Sundström, Karl-Henrik ",Stora Enso Oyj - Former Chief Executive Officer,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Sunshine, Louise",Realogy Brokerage Group LLC - Chairman Emeritus of The Sunshine Group,"NRT LLC (Hunt, Gregory William)"
"Sununu, John Edward",Boston Scientific Corporation - Independent Director,"Warner Media, LLC (Powell, Colin L.)"
"Suorsa, Ray",Runtime Inc. - Co-Founder & Chief Cloud Architect,"Splunk Inc. (NasdaqGS:SPLK) (Conte, David F.)"
"Suraski, Zeev","Zend Technologies Ltd. - Co-Founder, CTO, VP of Engineering & Director","Zend Technologies Ltd. (Andreessen, Marc Lowell)"
"Suresh, Subra ",HP Inc. - Independent Director,"HP Inc. (NYSE:HPQ) (Andreessen, Marc Lowell)"
"Surkamer, Blair Richard","Traverse Pointe Partners, LLC - Operating Partner","Sun-Times Media Group Inc. (Kissinger, Henry Alfred), Sun-Times Media Group Inc. (Strauss, Robert S.)"
"Surratt, Richard J.","Learning Tree International, Inc. - Independent Director","Voyager Learning Company (Bonderman, David )"
"Suryadevara, Dhivya ","General Motors Investment Management Corporation - Director, CEO & Chief Investment Officer","General Motors Company (NYSE:GM) (Bonderman, David )"
"Suss, Robert ",TPG Pace Holdings Corp. - Former Independent Director,"Pace Holdings Corp. (Bonderman, David ), Pace Holdings Corp. (Coulter, James George), Pace Holdings Corp. (Leat, Chad A.), TPG Pace Holdings Corp. (NYSE:TPGH) (Bonderman, David ), TPG Pace Holdings Corp. (NYSE:TPGH) (Leat, Chad A.)"
"Susz, Matt ","Jo-Ann Stores, LLC - Chief Financial Officer","Jo-Ann Stores, LLC (Sokoloff, Jonathan D.)"
"Sutcliffe, James Harry",Financial Reporting Council Ltd. - Chairman of the Board for Actuarial Standards and Director,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Suter, Albert E.",DeCrane Holdings Co. - Director and Director of Decrane Aircraft,"Bank of America Corporation (NYSE:BAC) (Anderson, Robert E.)"
"Sutherland, Bruce",Northern Trust Corporation - Former Chairman,"Northern Trust Corporation (NasdaqGS:NTRS) (Chabraja, Nicholas D.)"
"Sutherland, Lewis Frederick","Aramark Campus, LLC - Principal Executive Officer, President and Director of ARAMARK Corporation","Aramark (NYSE:ARMK) (Sargent, Ronald L.), Aramark Corporation (Sargent, Ronald L.)"
"Sutherland, Peter Denis","The Goldman Sachs Group, Inc. - Former Advisory Director","CNOOC Limited (SEHK:883) (Kissinger, Henry Alfred), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Sutley, Eric L.","Surgis, Inc. - Vice President of Finance and Controller","Surgis, Inc. (Klinsky, Steven Bruce)"
"Sutton Jr., Ben C.","Teall Capital Partners, LLC - Founder, CEO, Managing Partner & Chairman","IMG Communications, Inc. (Forstmann, Theodore J.)"
"Sutton, Ian ",AerCap Ireland Limited - Chief Financial Officer,"AerCap Ireland Limited (Bonderman, David )"
"Sutton, Jill E.","SUPERVALU INC. - Chief Legal Officer, Secretary & Director","SUPERVALU INC. (Besanko, Bruce H.)"
"Sutton, Mark Stephan",International Paper Company - Chairman & CEO,"The Kroger Co. (NYSE:KR) (Sargent, Ronald L.)"
"Sutton, Roderick John","FTI Consulting, Inc. - Former Chairman of Asia Pacific Region","Emerson Radio Corp. (AMEX:MSN) (Hunt, Gregory William)"
"Suvorov, Igor G.",VTB Bank (public joint-stock company) - Former Chairman of VTB Europe and General Director of VTB Europe,"VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Suzuki, Yuji",Credit Suisse Principal Investments Limited (Tokyo Branch) - Former Chairman,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Svanberg, Carl-Henric ",Sony Mobile Communications AB - Director,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Svenmarck, Åke",Telefonaktiebolaget LM Ericsson (publ) - Former Director,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Svenningsen, John A.",Amscan Holdings Inc. - Former Chairman and Chief Executive Officer,"Amscan Holdings Inc. (Meyrowitz, Carol M.)"
"Svenson, Ally",MOD Pizza LLC - Co-Founder and Director,"MOD Pizza LLC (Brotman, Adam B.), MOD Super Fast Pizza, LLC (Brotman, Adam B.)"
"Svenson, John",Banner Seventeen LLC - Director,"Banner Seventeen LLC (Bonderman, David )"
"Svenson, Scott Trimble","The Sienna Group, LLC - Founder, Chairman and Managing Partner","MOD Pizza LLC (Brotman, Adam B.), MOD Super Fast Pizza, LLC (Brotman, Adam B.)"
"Svensson, Roger ",Telefonaktiebolaget LM Ericsson (publ) - Employee Representative Director,"Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Singh Cassidy, Sukhinder ), Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B) (Volpi, Michelangelo A. )"
"Swain, Susan M.",National Cable Satellite Corporation - Co-Chief Executive Officer and Co-President,"The Talbots Inc. (Archbold, Michael G.), The Talbots Inc. (Sullivan, Trudy F.)"
"Swainson, John A. C.",Quest Software Inc. - President,"SecureKey Technologies Inc. (House, David C.)"
"Swan, Eric M.",Splunk Inc. - Co-Founder,"Splunk Inc. (NasdaqGS:SPLK) (Conte, David F.)"
"Swan, Robert H.",Intel Corporation - CEO & Director,"eBay Inc. (NasdaqGS:EBAY) (Andreessen, Marc Lowell), eBay Inc. (NasdaqGS:EBAY) (Swette, Brian Thomas), Skype Global S.à r.l. (Andreessen, Marc Lowell), Skype Global S.à r.l. (Horowitz, Benjamin A.), Skype S.à r.l. (Andreessen, Marc Lowell) and 1 Other Connection"
"Swann, Lynn C.",Fluor Corporation - Former Independent Director,"Caesars Entertainment Corporation (NasdaqGS:CZR) (Bonderman, David ), Caesars Entertainment Corporation (NasdaqGS:CZR) (Coslet, Jonathan J.)"
"Swanson, David C.","Thryv Holdings, Inc. - Former Chairman of the Board and Chief Executive Officer","Dex Media Holdings, Inc. (OTCPK:DMDA) (Levinsohn, Ross B.)"
"Swanson, Dennis D.","Sandhills Financial Services, LLC - Former Member of Advisory Board","Falconhead Capital, LLC (McCormack, Mark H.)"
"Swanson, Kristen ","Swedish Health Services, Inc. - Chairman of the Board","Swedish Health Services, Inc. (Sloan, Stuart M.)"
"Swanson, Luke",The Economist Group Limited - Non-Executive Director,"The Economist Group Limited (De Rothschild, Lynn Forester)"
"Swanson, Robert A.","Genentech, Inc. - Former Co-Founder","Genentech, Inc. (Levinson, Linda Fayne)"
"Swanson, William H.",Raytheon Southeast Asia Systems Company - President,"Aerospace Industries Association (Chabraja, Nicholas D.), The TJX Companies, Inc. (NYSE:TJX) (Hines, Michael F.), The TJX Companies, Inc. (NYSE:TJX) (Meyrowitz, Carol M.)"
"Swartz, James R.","Accel Partners - General Partner, Founding Partner and Co-Founder","Accel Partners (Singh Cassidy, Sukhinder )"
"Swartz, Steven R.","Hearst Communications, Inc. - Chief Executive Officer, President and Director","Lincoln Center for the Performing Arts, Inc. (Lourd, Bryan )"
"Sweat, Carl","The FRS Company, LLC - Former Chief Executive Officer, President and Director","The FRS Company, LLC (Swette, Brian Thomas)"
"Swedish, Joseph R.","Anthem, Inc. - Advisor","CDW Corporation (NasdaqGS:CDW) (Peinado, George A.), CDW Corporation (NasdaqGS:CDW) (Selati, Robin Paul), CDW LLC (Peinado, George A.), CDW LLC (Selati, Robin Paul)"
"Swedorski, Scott",Tucows Inc. - Former Editor-in-chief,"Hostopia.com Inc. (Campbell, William V.)"
"Sween, Gordon","Connextions, Inc. - Managing Partner and Senior Vice President","Connextions, Inc. (Klinsky, Steven Bruce)"
"Sweeney, John C.","USF&G Corporation - Former Chief Investment Officer, Senior Vice President and Chairman- Falcon Asset Management Inc","USF&G Corporation (Frey, Dale F.)"
"Swenson, Jeff T.","Acosta Holdco, Inc. - Executive Director","Acosta, Inc. (Horbach, Sandra J.)"
"Swenson, Susan G.","Vislink Technologies, Inc. - Non-Executive Independent Chairman of the Board","Palm, Inc. (Homer, Michael), Wells Fargo & Company (NYSE:WFC) (Sargent, Ronald L.)"
"Swerdlow, Jonathan","Merisant Worldwide, Inc. - Former Director","Merisant Worldwide Inc. (House, David C.)"
"Swette, Kelly","Sweet Earth, Inc. - Chief Executive Officer and Director","Sweet Earth, Inc. (Swette, Brian Thomas)"
"Swidarski, Thomas W.","EVERTEC, Inc. - Independent Director","Diebold Nixdorf, Incorporated (NYSE:DBD) (Besanko, Bruce H.)"
"Swieringa, Robert J.",General Electric Company - Former Director,"General Electric Company (NYSE:GE) (Penske, Roger S.)"
"Swig, Kent M.","Terra Holdings, LLC - Owner and Co-Chairman","Business Executives for National Security, Inc. (Weston, Josh S.)"
"Swinburn, Peter S.","Express, Inc. - Independent Director","Express, Inc. (NYSE:EXPR) (Archbold, Michael G.)"
"Swygert Esq., H. Patrick",Howard University Hospital - Trustee,"National Museum of African American History and Culture (Powell, Colin L.)"
"SyCip, Washington Z.",Metropolitan Bank & Trust Company - Former Senior Adviser,"Council on Foreign Relations, Inc. (Powell, Colin L.)"
"Sydow, Dan C.","K&F Industries Holdings, Inc. - Former VP - Engg - Engineered Fabrics Corp & Director - Engineered Fabrics Corp","K&F Industries Holdings, Inc. (Frey, Dale F.)"
"Sylvester, Doug ","C.A.P.S., LLC - Chief Executive Officer and Director","Vubiquity, Inc. (Levinsohn, Ross B.)"
"Symons, Jeanette","Industrious Kid, Inc. - Co-Founder","Zhone Technologies Inc. (Coulter, James George)"
"Syms, Marcy ",Rite Aid Corporation - Former Independent Director,"Rite Aid Corporation (NYSE:RAD) (Danhakl, John G.), Rite Aid Corporation (NYSE:RAD) (Sloan, Stuart M.), Rite Aid Corporation (NYSE:RAD) (Sokoloff, Jonathan D.)"
"Syriani, Aziz R. D.",The Olayan Group - Chief Executive Officer and President,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Sytner, Barry","Tri-Mark MFG, Inc. - Founder","5to1 Holding Corp. (Levinsohn, Ross B.)"
"Syufy, Joseph E.",The Tech Museum of Innovation - Director,"Cinemark Holdings, Inc. (NYSE:CNK) (Selati, Robin Paul), Cinemark, Inc. (Selati, Robin Paul)"
"Syufy, Raymond W.","Syufy Enterprises, LP - Chief Executive Officer and President","Cinemark Holdings, Inc. (NYSE:CNK) (Selati, Robin Paul), Cinemark USA, Inc. (Selati, Robin Paul), Cinemark, Inc. (Selati, Robin Paul)"
"Syz, David W.",Huber+Suhner AG - Honorary Chairman,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Szafranski, Richard ","TOFFLER ASSOCIATES, Inc. - Former Partner","Ceridian Corporation (Chabraja, Nicholas D.)"
"Sze, David L. M.","Greylock Partners - Senior Managing Partner, Partner & General Partner","A Medium Corporation (Horowitz, Benjamin A.), Facebook, Inc. (NasdaqGS:FB) (Andreessen, Marc Lowell)"
"Szescila, Andrew J.",Baker Hughes Holdings LLC - Former President,"Baker Hughes, a GE company, LLC (Brenneman, Gregory Dean)"
"Szkutak, Thomas J.","A9.com, Inc. - Principal Advisor","Intuit Inc. (NasdaqGS:INTU) (Campbell, William V.)"
"Szulik, Matthew","Zenph, Inc. - Director","Proofpoint, Inc. (NasdaqGM:PFPT) (Howes, Timothy A.)"
"Szymanski, David M.",The ODP Corporation - Independent Director,"OfficeMax Incorporated (Besanko, Bruce H.), Zale Corporation (Burman, Terry Lee)"
"Tacopina Esq., Joseph",Bologna Football Club 1909 S.p.A. - Chairman and President,"A.S. Roma S.P.A. (BIT:ASR) (Beers, Charlotte L.)"
"Tadjbakhsh J.D., Shahriar",Altaone Capital LLP - Co-Founder and Managing Partner,"Cushman & Wakefield, Inc., prior to merger with DTZ Holdings plc (Hartman, Bruce A.), Exor N.V. (BIT:EXO) (Volpi, Michelangelo A. )"
"Taee, Nigel D.",GROSVENOR HOUSE GROUP LTD - Founder and Executive Chairman,"MOD Super Fast Pizza, LLC (Brotman, Adam B.)"
"Taft, Dudley Sutphin",Taft Broadcasting Company - President and Chief Executive Officer,"Tribune Media Company (NYSE:TRCO) (Levinsohn, Ross B.)"
"Tagare, Pradeep M.",Intel Capital - Director and Investment Director,"Zend Technologies Ltd. (Andreessen, Marc Lowell)"
"Taghioff, David",Desi Hits! Inc. - Director,"Desi Hits! Inc. (Simoudis, Evangelos), Desi Hits! Inc. (Stavropoulos, Andreas )"
"Taguchi M.D., Julie","The FRS Company, LLC - Member of Scientific Advisory Board","The FRS Company, LLC (Swette, Brian Thomas)"
"Tague, John P.","Choice Hotels International, Inc. - Independent Director","Hertz Global Holdings, Inc. (NYSE:HTZ) (Levinson, Linda Fayne), The Hertz Corporation (Levinson, Linda Fayne)"
"Tai, Edward ",CVC Capital Partners Limited - Former Adviser,"CVC Capital Partners Limited (Levinson, Linda Fayne)"
"Tait OBE, Nick",Qantas Airways Limited - Former Non-Executive Director,"Qantas Airways Limited (ASX:QAN) (Bonderman, David )"
"Taitz, Daniel M.","Penthera Partners, Inc. - Chief Operating Officer, Executive Vice President and Director","Martha Stewart Living Omnimedia, Inc. (Beers, Charlotte L.)"
"Taitz, Hope Schefler",Colle Capital Partners - Advisor,"Apollo Residential Mortgage, Inc. (Hunt, Gregory William)"
"Tallaksen, Bernt ",Spareskillingsbanken - Head of Loan Department & Credit Manager of Retail Market,"Resin, Inc. (Stavropoulos, Andreas )"
"Tallent, Jimmy Carl","United Community Banks, Inc. - Consultant","Georgia Power Company (Burns, Mark L.)"
"Tallett-Williams, Michael Robert Geoffrey",Lincoln Financial Advisors Corporation - Head of Lincoln UK,"Lincoln National Corporation (NYSE:LNC) (Bell, Thomas D.)"
"Tam, Derek",Gigafone Technologies Ltd. - Chief Operations Officer,"Sybase 365, LLC (Stavropoulos, Andreas )"
"Tamagnini, Maurizio ",Fondi Italiani per le Infrastrutture SGR SpA - Member of the Board of Directors,"Russian Direct Investment Fund (Bonderman, David )"
"Tamakoshi, Ryosuke ","Persol Holdings Co.,Ltd. - Independent External Director","Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Tamaru, Michael","Anova Applied Electronics, Inc. - Interim Chief Operating Officer","AliphCom, Inc. (Andreessen, Marc Lowell), AliphCom, Inc. (Horowitz, Benjamin A.)"
"Tamburini, Matteo ",Rekeep S.p.A. - Director,"Ducati Motor Holding S.p.A (Bonderman, David )"
"Tamke, George W.",Culligan International Company - Chairman,"Hertz Global Holdings, Inc. (NYSE:HTZ) (Levinson, Linda Fayne), Pendrell Corporation (OTCPK:PCOA) (Sloan, Stuart M.), The Hertz Corporation (Levinson, Linda Fayne)"
"Tan, Lip-Bu ",Walden International - Founder and Chairman,"Hewlett Packard Enterprise Company (NYSE:HPE) (Andreessen, Marc Lowell)"
"Tan, Peng-Wei","Automatic Data Processing, Inc. - Former General Manager of Asia Pacific","Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.)"
"Tan, Peter ","Burger King Brands, Inc. - Senior Vice President, President of Asia Pacific Division and Member of Executive Leadership Team","Restaurant Brands International Inc. (NYSE:QSR) (Bonderman, David ), Restaurant Brands International Inc. (NYSE:QSR) (Boyce, Richard W.), Restaurant Brands International Inc. (NYSE:QSR) (Brenneman, Gregory Dean), Restaurant Brands International Inc. (NYSE:QSR) (Swette, Brian Thomas)"
"Tan, Xiangdong ","HNA Group co., LTD - Vice Chairman & CEO","Ingram Micro Inc. (Levinson, Linda Fayne)"
"Tan, Yen Yen ",Gemalto N.V. - Former Non-Executive Independent Director,"Gemalto N.V. (ENXTAM:GTO) (Bonderman, David )"
"Tanaka, Junichi ","Sompo Holdings, Inc. - Former CEO of Overseas Insurance Business, Executive VP & Director","Sompo International Holdings Ltd. (Coslet, Jonathan J.)"
"Tanaka, Masaaki ",Mitsubishi UFJ Trust and Banking Corporation - Managing Executive Officer & Business Head of Real Estate Business,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Tancinco, Michael",Mode Media Corporation - Former Executive Director of Ad Products Deployment,"Mode Media Corporation (Andreessen, Marc Lowell)"
"Tandy, Bradley J.","Thoramet, Inc. - Principal Executive Officer, President & Director","BIOMET 3i LLC (Coslet, Jonathan J.), Biomet Sports Medicine, LLC (Coslet, Jonathan J.)"
"Taneja, Hemant",Advanced Energy Economy - Co-Founder and Co-Chairman,"Samsara Networks Inc. (Andreessen, Marc Lowell)"
"Tanenbaum, Lawrence M.",Kilmer Van Nostrand Co. Limited - Chairman & CEO,"Mount Sinai Hospital (Reisman, Heather M.)"
"Tang, Paul ",CapMed Corporation - Member of the Advisory Council,"Epocrates, Inc. (Stavropoulos, Andreas )"
"Tang, Wei Donald","Tang Media Partners, LLC - Chairman, CEO, Founder & Managing Partner","Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Tanger, Stanley K.","Tanger Factory Outlet Centers, Inc. - Former Chairman of the Board","Tanger Factory Outlet Centers, Inc. (NYSE:SKT) (Ryan-Berman, Bridget M.), Tanger Properties Limited Partnership (Ryan-Berman, Bridget M.)"
"Tanger, Steven B.","Tanger Factory Outlet Centers, Inc. - CEO & Director","Tanger Factory Outlet Centers, Inc. (NYSE:SKT) (Ryan-Berman, Bridget M.), Tanger Properties Limited Partnership (Ryan-Berman, Bridget M.)"
"Tangney, Jeffrey A.","Doximity, Inc. - Founder & CEO","Epocrates, Inc. (Stavropoulos, Andreas )"
"Tango, Josaphat K.",Kepha Partners - Partner and Founder,"Mercata, Inc. (Levinson, Linda Fayne)"
"Tanner, David Allen",Arlon Group LLC - Former Managing Director,"Warburg Pincus LLC (Frey, Dale F.)"
"Tanner, Ernst ",Chocoladefabriken Lindt & Sprüngli AG - Executive Chairman of the Board of Directors,"Credit Suisse Group AG (SWX:CSGN) (Bell, Thomas D.)"
"Tanner, Gregg A.",Dean Foods Company - Former Advisor,"Dean Foods Company (NYSE:DF) (Wright, Doreen A.)"
"Tanner, L. Gene","Biomet, Inc. - Former Director","Biomet, Inc. (Coslet, Jonathan J.)"
"Tanona, William F.","GSV Asset Management, LLC - Partner & COO","GSV Capital Corp. (NasdaqCM:GSVC) (Campbell, William V.)"
"Tansky, Burton M.","National Jewish Health, Inc. - Member of Council of Trustees and Director","Neiman Marcus Group, Inc. (Brotman, Adam B.), Neiman Marcus Group, Inc. (Coslet, Jonathan J.), Neiman Marcus Group, Inc. (Coulter, James George), Neiman Marcus Group, Inc. (Danhakl, John G.), Neiman Marcus Group, Inc. (Wheeler, Carrie A.) and 5 Other Connections"
"Tappan, James Clifford",Costa Inc. - Former Director,"Costa Inc. (Kent, Harlan M.)"
"Tappeiner, Hanns","Anki, Inc. - Co-Founder, President and Director","Anki, Inc. (Andreessen, Marc Lowell)"
"Tappendorf, Chad",NOVA Chemicals Corporation - Former Director,"XOJET, Inc. (Bonderman, David )"
"Tappin, Todd ","TechStyle, Inc. - President and Chief Financial Officer","Fox Interactive Media, Inc. (Levinsohn, Ross B.), Yahoo! Search Marketing Solutions (Levinson, Linda Fayne)"
"Tarantino, Jason S.",Morgan Stanley - Managing Director,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Tarbutton Jr., Ben J.",Southern Company Gas - Former Director,"Southern Company Gas (Bell, Thomas D.)"
"Tarbutton, Charles K.",Georgia Power Company - Independent Director,"Georgia Power Company (Burns, Mark L.)"
"Tarchetti, Mark S.",Newell Brands Inc. - Former President,"Newell Brands Inc. (NasdaqGS:NWL) (Polk, Michael B.)"
"Targoff, Michael B.",Loral Space & Communications Inc. - Vice Chairman & Consultant,"Communications & Power Industries LLC (Danhakl, John G.), CPI International Holding Corp. (Danhakl, John G.)"
"Tarica, Laurence ","Gannett Co., Inc. - Former Independent Director","New Media Investment Group Inc. (NYSE:NEWM) (Danhakl, John G.)"
"Tartikoff, Peter A.",Cousins Properties Incorporated - Former Vice President,"Cousins Properties Incorporated (NYSE:CUZ) (Bell, Thomas D.)"
"Tas, Robert M.","The Advertising Council, Inc. - Director","Sportgenic, Inc. (Vannelli, Vince )"
"Tash, Carl Barry","Starwood Property Trust, Inc. - Former Managing Director of Starwood Capital Group","Starwood Property Trust, Inc. (NYSE:STWD) (De Rothschild, Lynn Forester)"
"Tashev, Todor ",Omidyar Technology Ventures - Managing Partner,"Meetup, Inc. (Stavropoulos, Andreas )"
"Tasker, Herbert Barber","AIG Centre Capital Group, Inc. - Vice Chairman and Managing Director","First American Financial Corporation (NYSE:FAF) (Frey, Dale F.)"
"Tassé, Daniel ","Bridge Growth Partners, LLC - Senior Advisor, Member of Technology Advisory Board and Member of Strategic Advisory Board","Ikaria, Inc. (Klinsky, Steven Bruce)"
"Tatarchuk, Vladimir ",Proxima Capital Group - Chairman of the Board & Chief Managing Partner,"VTB Bank (public joint-stock company) (LSE:VTBR) (Bonderman, David )"
"Tate CPA, Kevin Lee","The Philadelphia Contributionship for the Insurance of Houses from Loss by Fire, Inc. - VP, Assistant Secretary, Treasurer & CFO","Global Indemnity Limited (NasdaqGS:GBLI) (Leat, Chad A.)"
"Tate, Harold R.",UPS Freight TL - Former Chairman of the Board and Chief Executive Officer,"UPS Freight TL (Anderson, Robert E.)"
"Tate, John W.",Ignite Capital - Advisor,"Williams-Sonoma, Inc. (NYSE:WSM) (Casati, Mary Ann), Williams-Sonoma, Inc. (NYSE:WSM) (Reisman, Heather M.)"
"Tatsuguchi, Atsushi ",Morgan Stanley - Managing Director,"Morgan Stanley (NYSE:MS) (Davis, Chris A.)"
"Tattersfield, Michael J.","Krispy Kreme Doughnuts, Inc. - Chairman, Chief Executive Officer and President","Lululemon Athletica Inc. (NasdaqGS:LULU) (Haselden, Stuart C.), P.F. Chang's China Bistro, Inc. (Kent, Harlan M.)"
"Tatum, Beverly Daniel",Georgia Power Company - Independent Director,"Georgia Power Company (Burns, Mark L.)"
"Taub, Henry","Automatic Data Processing, Inc. - Former Founder","Automatic Data Processing, Inc. (NasdaqGS:ADP) (Brenneman, Gregory Dean), Automatic Data Processing, Inc. (NasdaqGS:ADP) (Weston, Josh S.)"
"Taube CFA, Seth ",Medley Management Inc. - Co-CEO & Co-Chairman,"ADC Technologies LLC (Heiliger, Jonathan G.)"
"Tauber, Neil",VCA Inc. - Co-Founder and Senior Vice President of Development,"VCA Inc. (Danhakl, John G.), Vicar Operating, Inc. (Danhakl, John G.)"
"Taubman, A. Alfred","Taubman Centers, Inc. - Former Chairman","Business Leaders for Michigan (Penske, Roger S.), Hollinger International Publishing Inc. (Kissinger, Henry Alfred), Hollinger International Publishing Inc. (Strauss, Robert S.), Sun-Times Media Group Inc. (Kissinger, Henry Alfred), Sun-Times Media Group Inc. (Strauss, Robert S.)"
"Taubman, Paul Jeffrey","PJT Partners Inc. - Founding Partner, Chairman & CEO","Cold Spring Harbor Laboratory Inc. (Nicholls, Jamie C.)"
"Taubman, Robert S.","Taubman Centers, Inc. - Chairman, CEO & President","Business Leaders for Michigan (Penske, Roger S.)"
"Taus, Ellen ",Bloomberg Industry Group - Director,"Tribune Publishing Company (NasdaqGM:TPCO) (Levinsohn, Ross B.)"
"Tauscher, William Y.","Blackhawk Network Holdings, Inc. - Executive Chairman","Vanstar Corporation (Weston, Josh S.)"
"Tavan, Rick",Solid Information Technology Corporation - Former Director,"Confluent Software, Inc. (Simoudis, Evangelos)"
"Tavel, Sarah",Benchmark - General Partner,"Benchmark (Rachleff, Andrew S.)"
"Tavolieri, John ",Nielsen Holdings plc - Former Chief Product & Technology Officer of Nielsen Global Connect,"ACNielsen Corporation (Hasker, Stephen John)"
"Taylor II, A. Alexander","Silver Pine Partners, LLC - Executive Advisor","Physicians Formula Holdings Inc. (Berry, Jeff M.)"
"Taylor, Bret Steven","salesforce.com, inc. - President & COO","salesforce.com, inc. (NYSE:CRM) (Powell, Colin L.)"
"Taylor, Bryan M.",Advent International Corporation - Managing Partner & Head of Technology Investment Team,"Box, Inc. (NYSE:BOX) (Heiliger, Jonathan G.), IMS Health Holdings, Inc. (Danhakl, John G.)"
"Taylor, Chuck",Talent Worldwide Inc. - Former Chief Executive officer,"Doostang, Inc. (Rachleff, Andrew S.)"
"Taylor, David",Openfund - Advisor,"Openfund (Simoudis, Evangelos)"
