"Lisa  Gersh > Martha Stewart Living Omnimedia, Inc. > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors)",,
,,
1st Degree Table: 153 Connections,,
"Smith Thomas, Jeannine M.","Fotomoto, Inc. - Vice President of Operations & Director","Shutterfly, Inc. (NasdaqGS:SFLY) (Zeisser, Michael P.)"
"Smith, Abbie J.",The University of Chicago - Professor of Accounting,"Ryder System, Inc. (NYSE:R) (Leinbach, Tracy Ann)"
"Smith, Alexander J. C.","High Income Securities Fund - Principal Accounting Officer, Vice President and Assistant Treasurer","Carnegie Hall Corporation (Rosenwald, E. John)"
"Smith, Amos B.","Provid Pharmaceuticals, Inc. - Member of the Scientific Advisory Board","Arginox Pharmaceuticals, Inc. (Guthart, Leo A.)"
"Smith, Barry Morgan","Magellan Health, Inc. - Former CEO & Director","Magellan Health, Inc. (NasdaqGS:MGLN) (Moore, Darla Dee)"
"Smith, Brad D.",Intuit Inc. - Executive Chairman of the Board,"Altaba Inc. (NasdaqGS:AABA) (Biondi, Frank J.), Altaba Inc. (NasdaqGS:AABA) (Kenny, David W.), Intuit Inc. (NasdaqGS:INTU) (Doerr, L. John)"
"Smith, Bradford L.",Microsoft Corporation - President & Chief Legal Officer,"Netflix, Inc. (NasdaqGS:NFLX) (Henderson, William J.)"
"Smith, Brian A.","Bluestem Brands, Inc. - Executive Chairman","Conversant LLC (Carlin, Ira )"
"Smith, Brian John",The Coca-Cola Company - President & COO,"The Coca-Cola Company (NYSE:KO) (Biondi, Frank J.)"
"Smith, C. Thomas",Horizon Health Corp. - Director,"Acelity L.P. Inc. (Ubben, Jeffrey Williams)"
"Smith, Cece",Phillips-Smith-Machens Venture Partners - Managing General Partner and Co-Founder,"Michaels Stores, Inc. (Greenthal, Jill A.)"
"Smith, Colin Peter",Rolls-Royce Holdings plc - Former Group President and Executive Director,"Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric), Rolls-Royce plc (Singer, Bradley Eric)"
"Smith, David Miles","QinetiQ Group plc - CFO, Corporate Governance & Director","Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric), Rolls-Royce plc (Singer, Bradley Eric)"
"Smith, Donna Kay",CinemaNow Corporation - President,"CinemaNow Corporation (Burns, Michael R.)"
"Smith, E. Follin","Ryder System, Inc. - Independent Director","Ryder System, Inc. (NYSE:R) (Leinbach, Tracy Ann)"
"Smith, Elizabeth A.","Bloomin' Brands, Inc. - Executive Director","Avon Products, Inc. (NYSE:AVP) (Stern, Paula ), Staples, Inc. (Anderson, Basil L.)"
"Smith, Ellen S.","National Grid USA - Former Chief Operating Officer, Executive Vice President and Director","National Grid USA (Smyth, Margaret M.)"
"Smith, Emily ","Brit Media, Inc. - Former President & GM of Media","Brit Media, Inc. (Lyne, Susan M.)"
"Smith, Evan","Texas Tribune, Inc. - Chief Executive Officer and Editor-In-Chief","The Bay Citizen (Ubben, Jeffrey Williams)"
"Smith, Farwell","Environmental Defense Fund, Inc. - Advisory Trustee","Environmental Defense Fund, Inc. (Rosenwald, E. John)"
"Smith, Frederick M. R.","Credit Suisse Private Equity, LLC - Former Consultant","ION Media Networks, Inc. (Roskin, William A.)"
"Smith, Gary B.","Ciena Corporation - CEO, President & Director","Avaya Inc. (Stern, Paula )"
"Smith, Geoff","New York City Investment Fund Manager, Inc. - Member of Advisory Board","New York City Investment Fund Manager, Inc. (Wilson, Frederick R.)"
"Smith, Geoffrey","Continuum Health Partners, Inc. - Former Trustee","Continuum Health Partners, Inc. (Batkin, Alan R.)"
"Smith, Geoffrey W.",Ascent Biomedical Ventures - Managing Partner and General Partner,"Mount Sinai Beth Israel (Batkin, Alan R.), St. Luke's-Roosevelt Hospital Center (Batkin, Alan R.)"
"Smith, Gordon H.","Host Hotels & Resorts, Inc. - Lead Independent Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Smith, Graham Vivian",Xero Limited - Former Independent Director,"salesforce.com, inc. (NYSE:CRM) (Hassenfeld, Alan G.)"
"Smith, Gregory C.",Lear Corporation - Independent Non-Executive Chairman,"Ford Motor Company (NYSE:F) (Kravis, Marie- Josée)"
"Smith, Gregory E.","NetCharge, Inc. - Co-Chairman","China Ceramics Co., Ltd. (NasdaqCM:CCCL) (Hassenfeld, Alan G.), China Holdings Acquisition Corp. (Hassenfeld, Alan G.), Global Cornerstone Holdings Limited (Hassenfeld, Alan G.)"
"Smith, Howard Ian","C.V. Starr & Co., Inc. - Vice Chairman of Finance, Secretary and Director","American International Group, Inc. (NYSE:AIG) (Martinez, Arthur C.)"
"Smith, Huard G.","Virilion, Inc. - President","Virilion, Inc. (Nichols, Wesley A.)"
"Smith, Ian R.",Trilantic Capital Management L.P.,"RELX Group plc (Davis, Crispin Henry Lamert), RELX NV (Davis, Crispin Henry Lamert), RELX PLC (LSE:REL) (Davis, Crispin Henry Lamert)"
"Smith, J. R.",Nuro Secure Messaging Ltd. - Co-Founder and Executive Chairman ,"AVG Technologies CZ, s.r.o. (Fuller, Dale L.), AVG Technologies N.V. (Fuller, Dale L.)"
"Smith, James C.","Gartner, Inc. - Independent Chairman of the Board","Gartner Consulting, Inc. (Ubben, Jeffrey Williams), Gartner, Inc. (NYSE:IT) (Ubben, Jeffrey Williams)"
"Smith, Jean Kennedy",The John F. Kennedy Center for the Performing Arts - Honorary Trustee,"International Rescue Committee (Batkin, Alan R.)"
"Smith, Jeffrey Chad",Starboard Value LP - CEO & Chief Investment Officer,"Altaba Inc. (NasdaqGS:AABA) (Biondi, Frank J.), Altaba Inc. (NasdaqGS:AABA) (Kenny, David W.), Oath Inc. (Lyne, Susan M.), Phoenix Technologies Ltd. (Fuller, Dale L.), Quantum Corporation (OTCPK:QMCO) (Fuller, Dale L.) and 1 Other Connection"
"Smith, Jeffrey T.","Lumeris, Inc. - Senior VP & Head of US Markets","CVS Health Corporation (NYSE:CVS) (Verrecchia, Alfred Joseph)"
"Smith, Joanne C.","Shirley Ryan AbilityLab, Inc. - Chief Executive Officer, President and Director","AptarGroup, Inc. (NYSE:ATR) (Guthart, Leo A.)"
"Smith, Joseph E.","WebMD, LLC - Director","WebMD Health Corp. (Doerr, L. John)"
"Smith, Joshua I.","Comprehensive Behavioral Care, Inc. - Vice Chairman","The Allstate Corporation (NYSE:ALL) (Greenberg, Jack M.)"
"Smith, Kevin ","Unitas Capital Pte. Ltd. - Partner, Chief Information Officer and Senior Advisor","Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric), Rolls-Royce plc (Singer, Bradley Eric)"
"Smith, Kevin J.","True North Communications, Inc. - Former Chief Financial Officer and Executive Vice President","True North Communications, Inc. (Millard, Wenda Harris)"
"Smith, Kiki",MutualArt Group - Former Member of Advisory Board,"MutualArt Group (Millard, Wenda Harris)"
"Smith, Kim ","NewSchools Venture Fund, Investment Arm - Director","NewSchools Venture Fund, Investment Arm (Doerr, L. John)"
"Smith, Lawrence S.",Comcast Corporation - Former Co-Chief Financial Officer and Executive Vice President,"Radial, Inc. (Ronning, Randy Steven)"
"Smith, Lynda B.",The Day Publishing Company - Director,"Citizens Bank, National Association (Segal, Eli J.)"
"Smith, Mark Douglas","Teladoc Health, Inc. - Independent Director","Teladoc Health, Inc. (NYSE:TDOC) (Goldstein, Michael )"
"Smith, Matthew ","Genius Products, Inc. - Director & President of the Genius Products LLC","Genius Products, Inc. (OTCPK:GNPR) (Mueller, John P.)"
"Smith, Michael Acton",Mind Candy Ltd. - Founder & Chairman,"Mind Candy Ltd. (Golden, Bruce )"
"Smith, Michael D. C.",CVC Capital Partners Limited - Chairman and Managing Director,"CVC Capital Partners Limited (Davis, Crispin Henry Lamert)"
"Smith, Michael J.","Winona Capital Management, LLC - Member of Advisory Council","Winona Capital Management, LLC (Greenberg, Jack M.)"
"Smith, Michael R.",Dundee Energy Limited - Former Director,"Dundee Energy Limited (Gordon, Harold Philip)"
"Smith, Michael T.",Teledyne Technologies Incorporated - Lead Independent Director,"DIRECTV, LLC (Chang, Gareth C. C.)"
"Smith, Morris B.","Anadarko Holding Company - CFO, VP & Treasurer","Anadarko Holding Company (Malone, Claudine Berkeley)"
"Smith, Nancy","The Advertising Council, Inc. - Honorary Director","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Smith, Neil H.","PJM Interconnection, L.L.C. - Member of Board of Managers","PJM Interconnection, L.L.C. (Riley, Susan J.)"
"Smith, Neil R.",Telewest Global Inc. - Former Deputy Chief Financial Officer,"Telewest Global Inc. (Kerrest, Jacques D.)"
"Smith, Orin C.","Starbucks Corporation - Former Chief Executive Officer, President and Director","NIKE, Inc. (NYSE:NKE) (Chang, Gareth C. C.), The Walt Disney Company (NYSE:DIS) (Philip, Edward Michael)"
"Smith, Pamela Kline",Telefónica Digital Limited - Head of Communications for North America,"M-Factor, Inc. (Garrick, George R.)"
"Smith, Paul",Mount Sinai Beth Israel - Former Trustee,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Smith, Paul","Continuum Health Partners, Inc. - Former Trustee","Continuum Health Partners, Inc. (Batkin, Alan R.)"
"Smith, Paul",St. Luke's-Roosevelt Hospital Center - Trustee,"St. Luke's-Roosevelt Hospital Center (Batkin, Alan R.)"
"Smith, Philip B.","Energy Technology Partners, LLC - Member of Strategic Advisory Board","Mesa, Inc. (Moore, Darla Dee)"
"Smith, R. C.","Leidos Holdings, Inc. - Former Director, Member of Executive Committee and CEO of Telcordia Technologies Inc","Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Smith, R. Lee","Move, Inc. - Former Director","Move, Inc. (Doerr, L. John), Move, Inc. (Laybourne, Geraldine B.)"
"Smith, Raymond W.",Rothschild North America Inc. - Director,"CBS Corporation prior to being acquired by Viacom (Stern, Paula ), US Airways Group Inc. (Baum, Herbert M.), US Airways Inc. (Baum, Herbert M.)"
"Smith, Richard A.","Boston Symphony Orchestra, Inc. - Life Trustee","Harcourt General, Inc. (Greenberg, Jack M.), Harcourt General, Inc. (Stern, Paula ), Neiman Marcus Group, Inc. (Stern, Paula ), The Neiman Marcus Group, LLC (Stern, Paula )"
"Smith, Richard M.",ReliantHeart Inc. - Co-CEO & Director,"BioScrip, Inc. (NasdaqGS:BIOS) (Goldstein, Michael )"
"Smith, Robert Alan","Castanea Partners, Inc. - Managing Partner","Harcourt General, Inc. (Greenberg, Jack M.), Harcourt General, Inc. (Stern, Paula ), Neiman Marcus Group, Inc. (Stern, Paula ), The Neiman Marcus Group, LLC (Stern, Paula )"
"Smith, Robert F.",Car Component Technologies Inc. - Former Chief Executive Officer,"HFS Incorporated (Rosenwald, E. John)"
"Smith, Robert Frederick","Vista Equity Partners LLC - Founder, Chairman & CEO","Carnegie Hall Corporation (Rosenwald, E. John)"
"Smith, Robert G.","Steven Madden, Ltd. - Independent Director","Steven Madden, Ltd. (NasdaqGS:SHOO) (Koppelman, Charles A.)"
"Smith, Robert H.",PLX Technology Inc. - Director,"Epicor Software Corporation, Prior to merger with Eagle Parent, Inc. (Doerr, L. John)"
"Smith, Ronald R.","GEE Group, Inc. - Former Director","GEE Group, Inc. (AMEX:JOB) (Moore, Darla Dee)"
"Smith, Scott",Software & Information Industry Association - Director,"Software & Information Industry Association (Fuller, Dale L.)"
"Smith, Sean ",Pethealth Inc. - Chief Executive Officer,"Pethealth Inc. (Gordon, Harold Philip)"
"Smith, Sonny","Streamlite, Inc. - Founder","Streamlite, Inc. (Berman, Thomas D.)"
"Smith, Stephen J.",Veritiv Corporation - Senior VP & CFO,"Veritiv Corporation (NYSE:VRTV) (Leinbach, Tracy Ann)"
"Smith, Stephen M.",Wiley Europe Ltd. - Senior Vice President,"John Wiley & Sons, Inc. (NYSE:JW.A) (Seligman, Naomi O.)"
"Smith, Thomas ","Medrium, Inc. - Chief Financial Officer","Medrium, Inc. (Fuller, Dale L.)"
"Smith, Thomas William","Prescott Investors, Inc - Founding Partner and President","Catalina Marketing Corporation (Ubben, Jeffrey Williams)"
"Smith, Timothy G.",AppNexus Inc. - Senior VP and GM of Global Technical Infrastructure & Operations,"Vonage Holdings Corp. (NYSE:VG) (Smyth, Margaret M.)"
"Smith, Warwick Leslie",Estia Health Limited - Non-Executive Director,"Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl )"
"Smith, William ","Novell, Inc. - Former Vice President of Finance","Novell, Inc. (Malone, Claudine Berkeley)"
"Smithburg, William D.",Prime Capital Corporation - Director,"Abbott Laboratories (NYSE:ABT) (Greenberg, Jack M.), Agritech Worldwide, Inc. (OTCPK:FBER) (Greenberg, Jack M.)"
"Smithers, David ","Israel Discount Bank of New York Ltd. - Executive VP, Chief Information Officer & COO","Israel Discount Bank of New York Ltd. (Goldstein, Michael )"
"Smithies, Dolores C.",International Rescue Committee - Director,"International Rescue Committee (Batkin, Alan R.)"
"Smits, Marcel H. M.","Cargill, Incorporated - Chairman of Asia Pacific & Head of Corporate Strategy","The Hillshire Brands Company (Ubben, Jeffrey Williams)"
"Smolan, Rick ","Democrasoft Holdings, Inc. - Director","Mode Media Corporation (Mohn, Jarl )"
"Smolin, Philip ","Amobee, Inc. - Chief Strategy Officer","Interactive Advertising Bureau, Inc. (Millard, Wenda Harris), Interactive Advertising Bureau, Inc. (Wiener, Bryan J.)"
"Smrekar, Gregor","HERMES SoftLab d.d. - President, Director of Operations and Member of Managing Board","Celtra Inc. (Kelly, Michael J.)"
"Smucker, Timothy P.",The J. M. Smucker Company - Chairman Emeritus,"Grocery Manufacturers Association (Baum, Herbert M.)"
"Smullen, Martin ",SouthWinston LLC - Chairman,"Genesis Media LLC (Millard, Wenda Harris)"
"Smullen, Richard","Beezag USA, LLC - Co-Founder and Chief Executive Officer","Genesis Media LLC (Millard, Wenda Harris)"
"Smyth, Peter Alexander","MetLife, Inc. - Former Regional Managing Director of Asia Pacific for International Business","CVC Capital Partners Limited (Davis, Crispin Henry Lamert)"
"Smyth, Robert E.",Wells Fargo & Company - Member of New England Advisory Board,"Citizens Bank, National Association (Segal, Eli J.)"
"Snapp Conner, Cheryl ",The NASCAR Car Wash Company - Former President of Amazing Racing Communications,"Utah Technology Council (Hochhauser, Howard )"
"Snarberg, George","Flipagram, Inc. - Co-Founder","Flipagram, Inc. (Doerr, L. John)"
"Snead, Cheryl Watkins","Banneker Industries, Inc. - Former Chief Executive Officer and President","Rhode Island Commerce Corporation (Verrecchia, Alfred Joseph)"
"Sneed, Michael E.",Johnson & Johnson - Executive VP of Global Corporate Affairs & Chief Communication Officer,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Sneed, Paula A.",The Charles Schwab Corporation - Independent Director,"NewSchools Venture Fund, Investment Arm (Doerr, L. John)"
"Snetiker, Jeffery ","LiveWorld, Inc. - Former Chief Financial Officer, Chief Administrative Officer and Senior Vice President","LiveWorld, Inc. (OTCPK:LVWD) (Bronfin, Kenneth A.)"
"Snider, Stacey ",20th Century Studios - Chairman and Chief Executive Officer,"Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Chang, Gareth C. C.), Twenty-First Century Fox, Inc. (NasdaqGS:FOXA) (Ubben, Jeffrey Williams), Universal Studios, Inc. (Biondi, Frank J.)"
"Snodgrass, John D.","Future Technologies Venture, LLC - Chairman of the Board","HFS Incorporated (Rosenwald, E. John)"
"Snow Jr., David B.","Cedar Gate Technologies, LLC - Chairman & CEO","Medco Health Solutions, Inc. (Goldstein, Michael ), Teladoc Health, Inc. (NYSE:TDOC) (Goldstein, Michael )"
"Snow, Fred A.",LanguageWare.net Ltd. - Chairman of the Board,"Essential Solutions, Inc. (Fuller, Dale L.)"
"Snow, Will",Krugle Inc. - Former Advisor,"Krugle Inc. (Fuller, Dale L.)"
"Snowden, Gail",Year Up Inc. - Director,"Initiative for a Competitive Inner City (Segal, Eli J.)"
"Snowdon, Clive J.",Credit Suisse Fund Administration Limited - Former Head,"LumX Group Limited (SWX:LUMX) (Oliver Garrett, Michael William)"
"Snyder, Andrew M.","Cambridge Information Group, Inc. - Chief Executive Officer","Blucora, Inc. (NasdaqGS:BCOR) (Walters, Christopher W.)"
"Snyder, Dana R.","Old Ladder Co. (DE), Inc. - Consultant, Director and Director of Holding (PA)","Investcorp Bank B.S.C. (BAX:INVCORP) (Zecher, Linda K.)"
"Snyder, Daniel M.","Pro-Football, Inc. - Principal Owner and Chairman","Six Flags Entertainment Corporation (NYSE:SIX) (Koppelman, Charles A.)"
"Snyder, Michael Francis","Guardian Security Services, Inc. - Chairman and Advisor","Vonage Holdings Corp. (NYSE:VG) (Smyth, Margaret M.)"
"Snyder, Stephen G.",Transalta Energy Corporation - President,"Canadian Imperial Bank of Commerce (TSX:CM) (Kravis, Marie- Josée), The Conference Board, Inc. (Patrick, Sharon Lee)"
"Snyder, Steven J.","Stamford Industrial Group, Inc. - Former Chief Executive Officer, President and Director","Stamford Industrial Group, Inc. (OTCPK:SIDG.Q) (Winblad, Ann L.)"
"Snyder, Stuart C.","World Wrestling Entertainment, Inc. - Former President, Chief Operating Officer and Director","World Wrestling Entertainment, Inc. (NYSE:WWE) (Gottesman, Patricia A.)"
"Snyder, Wallace S.",Valassis Communications Inc. - Former Director,"The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Snyderman, Ralph D.","Proventys, Inc. - Co-Founder and Chairman of the Board","Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Soames, Jeremy Bernard",GSC Group Inc. - Managing Director of Investor Services,"Dundee Capital Markets Inc. (Gordon, Harold Philip), Dundee Corporation (TSX:DC.A) (Gordon, Harold Philip)"
"Soaries, DeForest Blake","Independence Realty Trust, Inc. - Independent Director","Ocwen Financial Corporation (NYSE:OCN) (Korn, Ronald J.)"
"Sobbott, Susan ",WEX Inc. - Independent Director,"The Children's Place, Inc. (NasdaqGS:PLCE) (Riley, Susan J.)"
"Sobecki, Christopher J.","The Invus Group, LLC - Managing Director of Private Equity for New York","Weight Watchers International, Inc. (NasdaqGS:WTW) (Winfrey, Oprah )"
"Sobel, Clifford M.",Valor Capital Group - Managing Partner,"Diamond Offshore Drilling, Inc. (NYSE:DO) (Batkin, Alan R.)"
"Sobey C.M., David F.","Hannaford Bros. Co., LLC - Director","Hannaford Bros. Co., LLC (Malone, Claudine Berkeley)"
"Sobey, Donald Creighton Rae",Empire Company Limited - Chairman Emeritus,"Alliance Atlantis Communications Inc. (Gordon, Harold Philip)"
"Sobey, John Robert",Sobeys Inc. - Independent Director,"Hannaford Bros. Co., LLC (Malone, Claudine Berkeley)"
"Sock, Birame N.","Third Solutions, LLC - Founder, Chief Executive Officer and Director","Function(x) Inc. (Scardino, Janet), Industrial Media (Kerrest, Jacques D.)"
"Sockwell Jr., Oliver R.","Donnelley Financial Solutions, Inc. - Former Independent Director","Kate Spade & Company (Martinez, Arthur C.)"
"Socol, Howard ","7thonline, Inc. - Member of Advisory Board","Barneys New York, Inc. (Spielvogel, Carl ), Kate Spade & Company (Martinez, Arthur C.)"
"Socquet, Jorn","Anheuser-Busch Companies, LLC - Vice President of Marketing","The Advertising Council, Inc. (Abraham, Magid M.), The Advertising Council, Inc. (Baum, Herbert M.), The Advertising Council, Inc. (Kelly, Michael J.), The Advertising Council, Inc. (Kenny, David W.), The Advertising Council, Inc. (Matta, Serge ) and 3 Other Connections"
"Sodhani, Arvind ",Intel Capital - Founder,"Clearwire Corporation (Cochran, Hope F.), Clearwire Corporation (Cochran, Hope F.)"
"Soechtig, Jacqueline E.",Biomeridian Corporation - Chief Executive Officer and Director,"Utah Technology Council (Hochhauser, Howard )"
"Soedibyo, -",Rolls-Royce Holdings plc - Former Member of South East Asia Advisory Board,"Rolls-Royce Holdings plc (LSE:RR.) (Singer, Bradley Eric)"
"Soenen, Michael J.","FTD.COM, Inc. - Former CEO, President, Director and Vice President - Mktg - Florists' Transworld Delivery Inc.","Winona Capital Management, LLC (Greenberg, Jack M.)"
"Soerensen, Ken Bloch",The Standard Club UK Limited - Director,"INTTRA Inc. (Ganek, Jeffrey E.)"
"Soeryadjaya, William",Seroja Investments Limited - Former Non-Executive Chairman,"Asia Society (Malone, Claudine Berkeley), Asia Society (Spielvogel, Carl )"
"Sokalsky, Jamie Calvin",Probe Mines Limited - Non-Executive Chairman,"Bausch Health Companies Inc. (NYSE:BHC) (Ubben, Jeffrey Williams)"
"Sokol Jr., Gerald ",Catalina Marketing Corporation - Chief Executive Officer,"Catalina Marketing Corporation (Ubben, Jeffrey Williams)"
"Sokol, Marc ","Florida Funders, LLC - Partner & Head of Investment Committee","Sage Intacct, Inc. (Winblad, Ann L.)"
"Sokoloff, Jonathan D.","Leonard Green & Partners, L.P. - Managing Partner","J.Crew Group, Inc. (Beers, Charlotte L.)"
"Sokolow, Nicholas ",Sokolow Dunaud Mercadier & Carreras - Partner,"Stamford Industrial Group, Inc. (OTCPK:SIDG.Q) (Winblad, Ann L.)"
"Sola, David",Maistro Limited - Chairman of Strategic Advisory Board,"Antenna Volantis Limited (Golden, Bruce )"
"Solar, Richard L.","Marvel Entertainment, LLC - Director","Marvel Entertainment, LLC (West, Kenneth P.)"
"Solarz, Stephen J.",UI EnC Corp. - Former Advisor,"Culligan International Company (Spielvogel, Carl )"
"Solmson, Robert M.","Fairwood Capital, LLC - Chief Executive Officer","Lazard Global Mid Cap Fund Inc. (Katz, William), Lazard Global Total Return and Income Fund, Inc. (NYSE:LGI) (Katz, William)"
"Solomon, Dan","Virilion, Inc. - Former Chief Executive Officer","Virilion, Inc. (Nichols, Wesley A.)"
"Solomon, Howard","New York City Ballet, Inc. - Chairman Emeritus","Lincoln Center for the Performing Arts, Inc. (Spielvogel, Carl )"
"Solomon, Jeff ","AFTY, LLC - Co-Founder","Amplify.LA (Mohn, Jarl )"
"Solomon, Kenneth A.","The Tennis Channel, Inc. - Chairman & CEO","The Tennis Channel, Inc. (Biondi, Frank J.), World Golf Tour, Inc. (Biondi, Frank J.)"
"Solomon, Lee ","Apollo Global Management, Inc. - Partner","Industrial Media (Kerrest, Jacques D.)"
"Solomon, Michael ","J.Crew Group, Inc. - Director","J.Crew Group, Inc. (Beers, Charlotte L.)"
"Solomon, Michael B.","Within3, Inc. - Chairman & Director","Flycast Communications (Garrick, George R.), World Wrestling Entertainment, Inc. (NYSE:WWE) (Gottesman, Patricia A.)"
"Solomon, Peter Jay","PJ SOLOMON, L.P. - Founder and Chairman","Salmon River Capital LLC (Seligman, Naomi O.)"
"Solomon, Robert S.","Blue Dolphin Group, LLC - Member of Advisory Board","HomeAway, Inc. (Baker, Charles C.)"
"Solomon, Samie A.",The Oneida Group Inc. - Director,"The Oneida Group, Inc. (Lewis, Joan M.)"
"Soltau, Jill Ann","J. C. Penney Company, Inc. - CEO & Director","J. C. Penney Company, Inc. (NYSE:JCP) (Kramer, Michael W.), J. C. Penney Company, Inc. (NYSE:JCP) (Laybourne, Geraldine B.), J. C. Penney Company, Inc. (NYSE:JCP) (West, Mary Beth Elizabeth Stone)"
"Solursh C.A., Harvey",Groove Media Inc. - Chief Financial Officer and Director,"FUN Technologies Inc. (Zeisser, Michael P.)"
"Somech, Samuel ","ICE Data Derivatives, Inc. - Head of Research & Development, Executive Vice President and Director","CorrelSense Ltd. (Golden, Bruce ), Dapper, Inc. (Golden, Bruce ), Itemfield, Inc. (Golden, Bruce ), SuperDerivatives Inc. (Golden, Bruce )"
"Somers, Daniel Edward",The Chubb Corporation - Director,"At Home Corporation (Doerr, L. John), CSC Holdings, LLC (Biondi, Frank J.)"
"Somers, Michael J.",Hewlett-Packard International Bank DAC - Former Independent Non-Executive Director,"Willis Towers Watson Public Limited Company (NasdaqGS:WLTW) (Ubben, Jeffrey Williams)"
"Somers, Nicholas E.","International Decision Systems, Inc. - Executive Chairman","SV Investment Partners (Beers, Charlotte L.)"
"Somerville RN, Susan ",Mount Sinai Beth Israel - President,"Mount Sinai Beth Israel (Batkin, Alan R.)"
"Somes, James Dunham","Alexander Dunham Capital Group, Inc. - Senior Managing Director and Co-Founder","L Q Corporation, Inc. (Winblad, Ann L.)"
"Sommer, Alfred ","T. Rowe Price Group, Inc. - Former Lead Director","Becton, Dickinson and Company (NYSE:BDX) (Anderson, Basil L.)"
"Sommer, Richard F.",PeraHealth Inc. - Former Board Chair,"zipRealty Inc. (Baker, Charles C.)"
"Sommer, Ron ",Mobile TeleSystems Public Joint Stock Company - Former Chairman of the Board,"Motorola Solutions, Inc. (NYSE:MSI) (Singer, Bradley Eric)"
"Sommers, Ruth ","Blue Nile, Inc. - Chief Operating Officer","Blue Nile, Inc. (Irvine, Diane M.), NTELOS Holdings Corp. (Elliott, Jerry V.)"
"Sondag, Eric R.","Searchlight Capital Partners, L.P. - Partner","CAK Entertainment, Inc. (Koppelman, Charles A.)"
"Sonesh, Ari",SPD Control Systems Corporation - Member of the Board of Advisors,"CosmoCom, Inc. (Guthart, Leo A.)"
"Sonnenberg, Gail","Streamlite, Inc. - Advisor","Streamlite, Inc. (Berman, Thomas D.)"
"Sonnenfeld, Jeffrey A.",The Chief Executive Leadership Institute - President & Chief Executive Officer,"Magellan Health, Inc. (NasdaqGS:MGLN) (Moore, Darla Dee), TheStreet, Inc. (NasdaqCM:TST) (Wilson, Frederick R.)"
"Sonsini, Larry W.","Wilson Sonsini Goodrich & Rosati, P.C. - Senior & Founding Partner","Novell, Inc. (Malone, Claudine Berkeley)"
"Sonsini, Peter W.","New Enterprise Associates, Inc. - General Partner & Co-Head of Enterprise Software Practice Group","SVForum (Winblad, Ann L.)"
"Sonsteby, Charles M.","Michaels Stores, Inc. - Vice Chairman","The Michaels Companies, Inc. (NasdaqGS:MIK) (Greenthal, Jill A.)"
"Sood, Alex ","Double Fusion Inc. - President, CEO & Director","Double Fusion, Inc. (Golden, Bruce )"
"Sopp, Mark W.","KBR, Inc. - Executive VP & CFO","Leidos Holdings, Inc. (NYSE:LDOS) (Malone, Claudine Berkeley)"
"Sorel, Russell",Vinification Ventures Inc. - Chief Financial Officer and Director of Finance & Human Resources,"Vinification Ventures Inc. (Connors, John M.)"
"Sorensen Valdez, Norman Raúl ","Codere, S.A. - Non-Executive Chairman & Independent Lead Director","Insperity, Inc. (NYSE:NSP) (McKenna-Doyle, Michelle Robinette), The Hillshire Brands Company (Ubben, Jeffrey Williams)"
"Sorensen, Andrew A.",University Of Alabama - Former President,"Carolina First Bank (Moore, Darla Dee)"
"Sorensen, Stu","TEKVOX, Inc. - Director","Luminary Micro, Inc. (Berman, Thomas D.)"
"Sorenson, Arne M.","Marriott International, Inc. - President, CEO & Director","Walmart Inc. (NYSE:WMT) (Stern, Paula )"
"Sorenson, Ralph Z.","Whole Foods Market, Inc. - Independent Director","Houghton Mifflin Harcourt Publishing Company (Goldstein, Michael ), Houghton Mifflin Harcourt Publishing Company (Greenthal, Jill A.), Houghton Mifflin Harcourt Publishing Company (Malone, Claudine Berkeley), Houghton Mifflin Harcourt Publishing Company (Zecher, Linda K.)"
