Joseph Saul Steinberg > Jefferies Financial Group Inc. (NYSE:JEF) > Relationship GridFilter Options: Board Members and Key Executives with Personal Relationships (Including Priors),,
,,
1st Degree Table: 329 Connections,,
"Pimlott, Graham Fenwick",Tesco Personal Finance plc - Former Independent Non-Executive Chairman of the Board,"Tesco PLC (LSE:TSCO) (Reid, David Edward)"
"Pin, Tan   Yam",BlueScope Steel Australia - Director,"BlueScope Steel Australia (Bingham-Hall, Penelope )"
"Pinault, François-Henri ",Kering SA - Chairman & CEO,"Bouygues SA (ENXTPA:EN) (Pélisson, Gilles Christian Gérard)"
"Pinckney, Edward L.",BankUnited Financial Corporation - Former Director and Director of BankUnited,"BankUnited, FSB (Chu, Chinh E.)"
"Pincus, David","Pilgrim Quality Solutions, Inc. - Chief Financial Officer","Liquent, Inc. (Sorkin, Michael)"
"Pincus, Lionel I.",Warburg Pincus LLC - Former Founder and Chairman,"New York City Investment Fund Manager, Inc. (Ruch, Joshua ), The Partnership for New York City, Inc. (Robinson, James D.), Warburg Pincus LLC (Tanner, David Allen)"
"Pindar, Paul R. M.",Literacy Capital plc - Chairman,"TowerBrook Capital Partners L.P. (Gilbert, Steven J.), TowerBrook Capital Partners L.P. (Gladstein, Gary S.)"
"Pinder, John Andrew","Evryx Technologies, Inc. - Director","Entrust, Inc. (Ressner, Michael P.)"
"Pineda, Patricia Salas",Levi Strauss & Co. - Independent Director,"Catalyst Inc. (Wagoner, G. Richard)"
"Pines, Janet","FCB Worldwide, Inc. - Global Chief Insight Officer","Catalyst Inc. (Wagoner, G. Richard)"
"Pinho, Luiz","BT LatAm, Inc. - Former Director","BT LatAm, Inc. (Thompson, H. Brian)"
"Pinho, Mark Alexander Victor",Soros Fund Management LLC - Former Principal and Managing Director Private Equity,"Sandfire Resources America Inc. (TSXV:SFR) (Hallam, Paul Duncan)"
"Pinkas J.D., Robert P.","Brantley Capital Corp. - Former Chairman, Chief Executive Officer, Principal Accounting Officer and Treasurer","Sentient Jet, LLC (Olson, Frank A.)"
"Pinney, Charles ",Barclays Private Bank Limited - Director,"AT&T Inc. (NYSE:T) (Ireland, Ross K.)"
"Pinou, Thomas George","Halcyon Cabot Partners, Ltd. - Financial & Operations Principal","Direct Markets Holdings Corp. (Sanfilippo, Anthony Mark), Rodman & Renshaw, LLC (Sanfilippo, Anthony Mark)"
"Pinson, Ray L.",Oak Hill Capital Partners - Former Chief Financial Officer,"Oak Hill Capital Partners (Jones, David A.)"
"Pinto, Daniel Eduardo","JPMorgan Chase & Co. - Co-President, Co-COO & CEO of Corporate & Investment Bank","JPMorgan Chase & Co. (NYSE:JPM) (Liu, Sherry )"
"Piper, Dennis C.",Northern Trust Global Advisors Inc. - Senior Vice President and Senior Investment Program Manager,"Sprint Corporation (NYSE:S) (Ianna, Frank )"
"Piper, Lexan",NRW Holdings Limited - Former Executive Director,"NRW Holdings Limited (ASX:NWH) (Burston, Ian Fred)"
"Pipitone MAAA, Faith Mary","Sirius America Insurance Company - Former Senior VP, Chief Actuary & Director","Sirius America Insurance Company (Davis, Jeffrey Wayne), Sirius America Insurance Company (Kensil, Brian Eugene), Sirius America Insurance Company (Ritchie, James J.), Sirius America Insurance Company (Thorstensson, Göran Ake), Sirius America Insurance Company (Waters, Allan Lewis)"
"Pipitone, Guy L.","ASW Global, LLC - Member of Advisory Board","ASW Global, LLC (Lupo, John S.)"
"Pippin, M. Lenny","Schwan's Company - Former Vice Chairman, Chief Executive Officer and President","The Schwan Food Company, Inc. (Bowlin, John D.)"
"Piret, Claude Edgard L.G.",National Bank of Greece S.A. - Independent Non-Executive Director,"Assured Guaranty Municipal Holdings Inc. (Byrne, John Joseph), Assured Guaranty Municipal Holdings Inc. (Cochran, Robert Phillips), Assured Guaranty Municipal Holdings Inc. (Kemp, Karl Thomas)"
"Pisar Ph.D., Samuel",The Brookings Institution - Honorary Trustee,"The Brookings Institution (Robinson, James D.)"
"Pismiris, Alec Christopher","Pacton Gold Inc. - Interim President, CEO & Director","NTM Gold Limited (ASX:NTM) (Catlow, Christopher James)"
"Pisor, David C.",Steppenwolf Theatre Company - Trustee,"Steppenwolf Theatre Company (Bowlin, John D.)"
"Pistorio, Pasquale Antonio",STMicroelectronics N.V. - Honorary Chairman,"Atos SE (ENXTPA:ATO) (Bourigeaud, Bernard André Joseph), Jolt Capital SAS (Pélisson, Gilles Christian Gérard)"
"Pitcher, Jed H.",SLM Corporation - Former Director,"The University of Utah (Scruggs, H. E.)"
"Pitcher, Norman S.","Mirasol Resources Ltd. - President, CEO & Director","Eldorado Gold Corporation (TSX:ELD) (Gilmore, Robert Russell)"
"Pitchford, Lloyd M.",Experian plc - CFO & Executive Director,"Intertek Group plc (LSE:ITRK) (Reid, David Edward)"
"Pitchford, Mark David",Esurance Insurance Company - Former VP & Director,"Esurance Insurance Company (Tolman, Gary Charles), Esurance Insurance Company of New Jersey (Tolman, Gary Charles), Esurance Property & Casualty Insurance Company (Tolman, Gary Charles)"
"Pitchford, Roy Aubrey",Central African Gold Limited - Former Acting Chairman and Chief Executive Officer,"African Minerals Limited (OTCPK:AMLZ.F) (Watling, Alan Stephen)"
"Pitfield, Robert H.",Business Development Bank of Canada - Director,"The Bank of Nova Scotia (TSX:BNS) (Thomas, Barbara Susan)"
"Pitney, James C.",Columbia Funds Series Trust II - Columbia Seligman Communications and Information Fund - Former Director,"Columbia Frontier Fund Inc. (Carmichael, William P.), Columbia Funds Series Trust II - Columbia Seligman Communications and Information Fund (MutualFund:SLMC.X) (Carmichael, William P.), Tri-Continental Corporation (NYSE:TY) (Carmichael, William P.)"
"Pitoniak, Edward Baltazar",VICI Properties Inc. - CEO & Director,"VICI Properties Inc. (NYSE:VICI) (Davis, Eugene Irwin)"
"Pitsch, Larry",CPM Holdings Inc. - Director,"CPM Holdings Inc. (Gilbert, Steven J.)"
"Pittard, Daniel E.","Rubio's Restaurants, Inc. - Director","Inseego Corp. (NasdaqGS:INSG) (Falcone, Philip Alan)"
"Pittard, Patrick Samuel",TriArtisan Capital Advisors LLC - Operating Executive,"Jefferson-Pilot Corporation (Cunningham, William H.), Lincoln Financial Advisors Corporation (Cunningham, William H.), Lincoln National Corporation (NYSE:LNC) (Cunningham, William H.)"
"Pittas, Charalambos ",R&Q Cyprus Ltd - Group Finance Manager,"R&Q Cyprus Ltd (Byrne, Mark J.)"
"Pittas, John J.","Remy International, Inc. - Chief Executive Officer, President and Director","Remy International, Inc. (Foley, William Patrick)"
"Pittaway J.D., David B.","Castle Harlan, Inc. - Vice Chairman, Senior Managing Director & Chief Compliance Officer","Dave & Buster's, Inc. (Jones, David A.)"
"Pitteloud, Dominique ",Ginko Ventures Sarl - Managing Partner & MD,"Adaptive Spectrum and Signal Alignment, Inc. (Ireland, Ross K.)"
"Pittman, Gary L.","Pioneer Companies, LLC - Former Chief Financial Officer, Senior Vice President, Secretary and Treasurer","Coho Energy Inc. (Davis, Eugene Irwin)"
"Pittman, Robert W.","Clear Channel Outdoor Holdings, Inc. - Former Executive Chairman & CEO","Avis Budget Car Rental, LLC (Choksi, Mary Claire), Avis Budget Group, Inc. (NasdaqGS:CAR) (Choksi, Mary Claire), Clear Channel Outdoor Holdings, Inc. (NYSE:CCO) (Shepherd, Thomas R.), iHeartCommunications, Inc. (Brizius, Charles A.), iHeartMedia Capital I, LLC (Brizius, Charles A.) and 2 Other Connections"
"Pitts, Jennifer L.",White Mountains Life Reinsurance (Bermuda) Ltd. - Director,"White Mountains Life Reinsurance (Bermuda) Ltd. (Barrette, Raymond Joseph Rene), White Mountains Life Reinsurance (Bermuda) Ltd. (Foy, David Thomas), White Mountains Life Reinsurance (Bermuda) Ltd. (Repasy, Christine Hayer), White Mountains Life Reinsurance (Bermuda) Ltd. (Waters, Allan Lewis)"
"Pitts, Keith B.",Tenet Healthcare Corporation - Former Vice Chairman,"Vanguard Health Systems Inc. (Quella, James Andrew)"
"Piwnica, Carole ",Navetas Energy Management Ltd. - Advisor and Director,"Tate & Lyle plc (LSE:TATE) (Kamsky, Virginia A.)"
"Pizzani, Paul Gregory","Cartesian Capital Group, LLC - Partner","HC2 Holdings, Inc. (NYSE:HCHC) (Falcone, Philip Alan), HC2 Holdings, Inc. (NYSE:HCHC) (Gfeller, Warren H.), HC2 Holdings, Inc. (NYSE:HCHC) (Hladek, Keith Michael), HC2 Holdings, Inc. (NYSE:HCHC) (Leffler, Robert V.), HC2 Holdings, Inc. (NYSE:HCHC) (Sena, Michael J.)"
"Pizzarelli, John Salvatore",CIFG Holding Inc. - Chief Executive Officer,"CIFG Assurance North America, Inc. (Davis, Eugene Irwin)"
"Pizzey, George John",Kidman Resources Limited - Former Independent Non Executive Chairman,"Range River Gold Limited (Hegarty, Owen Leigh)"
"Place, Richard ",NatWest Markets Plc - Former Executive Officer,"NatWest Markets Plc (Liu, Sherry )"
"Place, Richard A.","Reinhold Industries, Inc. - Former Director","Reinhold Industries, Inc. (Boucher, Jonathan F.)"
"Pladsen, Thomas John",ATEX Resources Inc. - CFO & Director,"Crystal Peak Minerals Inc. (TSXV:CPM) (Scruggs, Herbert Eugene)"
"Plant, John C.",Howmet Aerospace Inc. - Executive Chairman & Co-CEO,"Masco Corporation (NYSE:MAS) (Archer, Dennis Wayne)"
"Plante, Robert A.",Peapack-Gladstone Financial Corporation - Executive VP & COO,"Discount Bancorp, Inc. (Goldstein, Michael ), Israel Discount Bank of New York Ltd. (Goldstein, Michael )"
"Plaskett, Thomas G.","Greyhound Lines, Inc. - Chairman of the Board","Novell, Inc. (Robinson, James D.)"
"Plastina, Franco ",Bull City Venture Partners - Member of Advisory Board,"Proxim Corp. (OTCPK:PROX.Q) (Ressner, Michael P.), Tekelec, Inc. (Ressner, Michael P.)"
"Platt, Alison ",Tesco PLC - Independent Non-Executive Director,"Tesco PLC (LSE:TSCO) (Reid, David Edward)"
"Platt, Joan P.","MarketWatch, Inc. - Former Chief Financial Officer and Secretary","MarketWatch, Inc. (Hirschfield, Alan J.)"
"Platt, Jon ",MTL Publishing LLC - Former President of North American Creative,"Warner Music Group Corp. (Brizius, Charles A.), Warner Music Group Corp. (Jaeckel, Scott L.)"
"Plattus, Seth Phillip",GMI Holding Corporation - Director and Secretary,"Ally Credit Canada Limited (Wagoner, G. Richard), Ally Financial Inc. (NYSE:ALLY) (Wagoner, G. Richard)"
"Plavsic, Bryant",EML Payments Limited - Former Director,"EML Payments Limited (ASX:EML) (Barnaba, Mark Bradley), Poynton and Partners (Barnaba, Mark Bradley)"
"Plessis-Bélair, Michel ",Power Corporation of Canada - Vice Chairman,"Bell Canada International Inc. (Craig, John Anderson), Bell Canada International Inc. (Thompson, H. Brian)"
"Plimer, Ian Rutherford",Niuminco Group Limited - Independent Non-Executive Chairman,"Atlas Iron Limited (Davis, Eugene Irwin), Chinova Resources Pty Ltd (Woodall, David G.), Hope Downs Marketing Company Pty Ltd (Lilleyman, Greg S.), Turquoise Hill Resources Ltd. (TSX:TRQ) (Kunz, Daniel James), Turquoise Hill Resources Ltd. (TSX:TRQ) (Toll, Gordon Leonard)"
"Plimmer, John Roden",JZ International Ltd. - Former Managing Director,"JZ International Ltd. (Zalaznick, David W.)"
"Plimpton J.D., Frank S.","Persephone Capital Partners - Co-Founder, Partner, and General Partner","NRG Energy, Inc. (NYSE:NRG) (Luterman, Gerald )"
"Plochocki, Steven T.","Omniflight, Inc. - Former Chairman and Chief Executive Officer","Insight Health Services Holdings Corp. (Davis, Eugene Irwin)"
"Plosch, Gunther ",The Wendy's Company - Chief Financial Officer,"The Wendy's Company (NasdaqGS:WEN) (McCarron, Francis T.)"
"Plost, Barry D.","Biomat USA, Inc. - Chairman, Chief Executive Officer and President","SeraCare Life Sciences, Inc. (Davis, Eugene Irwin)"
"Plowman, Gregory D.",Eli Lilly and Company - VP of Oncology Research & Senior VP of ImClone Systems Research,"New York City Investment Fund Manager, Inc. (Ruch, Joshua )"
"Plumeri II, Joseph J.",KKR & Co. Inc. - Senior Advisor,"Carnegie Hall Corporation (Zankel, Arthur), Citigroup Inc. (NYSE:C) (Zankel, Arthur), First Data Corporation (NYSE:FDC) (Robinson, James D.), Telex Communications, Inc. (Abell, Keith Wayne), Telex Communications, Inc. (Friedman, Brian Paul) and 1 Other Connection"
"Plumley, S. Patric","Eagle Food Centers Inc. - Former Chief Financial Officer, Senior Vice President, Secretary and Director","Checkers Drive-In Restaurants, Inc. (Foley, William Patrick)"
"Plummer J.D., Scott Roane","Ameriprise Certificate Company - Vice President, General Counsel and Secretary","Columbia Seligman Premium Technology Growth Fund (NYSE:STK) (Carmichael, William P.)"
"Plummer, Andrew Henderson",Whitehaven Coal Limited - Former Executive Director of Business Development and Executive Director,"Whitehaven Coal Limited (ASX:WHC) (Frankcombe, Jamie R.)"
"Plummer, Stephen",Just Energy Exchange Corp. - Former Chief Financial Officer and Chief Financial Officer of Universal Energy Corporation,"Just Energy Exchange Corp. (Goldstein, Michael )"
"Plummer, William B.",Global Payments Inc. - Independent Director,"Global Payments Inc. (NYSE:GPN) (Killian, Raymond L.), United Rentals (North America), Inc. (Clark, Howard L.), United Rentals, Inc. (NYSE:URI) (Clark, Howard L.)"
"Plunkett, D. Brian","Aquis Communications Group, Inc. - CFO & VP","Aquis Communications Group, Inc. (OTCPK:AQIS) (Davis, Eugene Irwin)"
"Plush, Gerald P.",Webster Preferred Capital Corp. - President,"Santander Consumer USA Holdings Inc. (NYSE:SC) (Holiday, Edith E.)"
"Pluvinet, Gérard ",21 Invest France - Member of Supervisory Board,"Club Med SAS (Pélisson, Gilles Christian Gérard)"
"Podesta, Gerry P.",BASF SE - Senior Vice President for Dispersions & Pigments Business - North America,"Business Leaders for Michigan (Wagoner, G. Richard)"
"Podowski, Charles Harry","SEMCO Energy, Inc. - Director","Business Leaders for Michigan (Wagoner, G. Richard)"
"Podshadley, Greg","PowerFile, Inc. - Former Vice President of Operations","ChargePoint, Inc. (Wagoner, G. Richard)"
"Poduska Sr., John William","Muse Technologies, Inc. - Chairman of the Board of AVS","Cambridge Technology Partners (Massachusetts), Inc. (Robinson, James D.), Novell, Inc. (Robinson, James D.)"
"Podvin, Francis J.","Ocean Spray Cranberries, Inc. - Former Director","Ocean Spray Cranberries, Inc. (Thomas, Barbara Susan)"
"Poe, Ronald F.",RCSB Financial Inc. - Former Vice Chairman,"Hudson Valley Bank, N.A. (Schenk, Joseph Arthur), Hudson Valley Holding Corp. (Schenk, Joseph Arthur)"
"Poelina, Neville",Tourism Western Australia - Former Director,"Tourism Western Australia (Gaines, Elizabeth Anne)"
"Poelker, John S.",FB Corporation - Director,"Bluestem Group Inc. (OTCPK:BGRP) (Davis, Eugene Irwin)"
"Poelman, John J.","Crexendo, Inc. - Former Director","Crexendo, Inc. (OTCPK:CXDO) (Gladstein, Gary S.)"
"Poggiolini, Martin",Anglo American Platinum Limited - Former Acting Finance Director and Director,"Anglo American Platinum Limited (JSE:AMS) (Pearce, Stephen Thomas), Kumba Iron Ore Limited (JSE:KIO) (Pearce, Stephen Thomas)"
"Pogue, Richard W.","American Red Cross, Greater Cleveland Chapter - Chairman","Northrop Grumman Space & Mission Systems Corporation (Hollick, Clive R.)"
"Poh, Ann",Anterix Inc. - Former Vice President and Controller,"pdvWireless, Inc. (NasdaqCM:PDVW) (O'Brien, Morgan E.)"
"Pohlman, Randolph A.",Worthy Financial Inc. - VP & Director of Corporate Development,"Clark, Inc. (Benson, James Michael)"
"Pohlmann, Andreas ","Celanese Corporation - Former Chief Administrative Officer, Executive VP and Chairman of Management Board of Celanese AG","Celanese Corporation (NYSE:CE) (Chu, Chinh E.), Celanese Corporation (NYSE:CE) (Quella, James Andrew), Celanese Services Germany GmbH (Chu, Chinh E.)"
"Poinsot, Marie-Henriette ",Société BIC SA - Former Director,"Société BIC SA (ENXTPA:BB) (Pélisson, Gilles Christian Gérard)"
"Pointer, David W.",ICM Asset Management Inc. - Senior Vice President and Senior Portfolio Manager,"ALCO Stores, Inc. (Gfeller, Warren H.)"
"Poitier, Sidney",Spectravision Inc. - Former Director,"Spectravision Inc. (Beyer, Robert David)"
"Pokrovskaya, Olga ",Public Joint Stock Company Raspadskaya - Independent Director,"EVRAZ plc (LSE:EVR) (Toll, Gordon Leonard)"
"Pola, Ravilochan","Kotak Mahindra, Inc. - President, Chief Executive Officer, and Director ","Kotak Mahindra Inc. (Fulvio, Gennaro John)"
"Poladian CPA, Avedick B.","Lowe Enterprises, Inc. - Chief Operating Officer and Executive Vice President","California Pizza Kitchen, Inc. (Friedman, Brian Paul)"
"Polak, Benjamin",Yale-New Haven Health Services Corporation - Director,"Yale-New Haven Health Services Corporation (DeFeo, Neil P.)"
"Polan, Mary Lake",Quidel Corporation - Independent Director,"Quidel Corporation (NasdaqGS:QDEL) (Steward, Randall J.)"
"Polaner, Ellen","WNYC Radio, Inc. - Trustee","WNYC Radio, Inc. (Gilmartin, MaryAnne )"
"Polazzi, Anthony",Xperience Restaurant Group - Director,"Real Mex Restaurants, Inc. (Friedman, Brian Paul)"
"Polen Jr., Thomas E.","Becton, Dickinson and Company - President, CEO & Director","Becton, Dickinson and Company (NYSE:BDX) (Olson, Frank A.)"
"Polen, Victor A.","Remy International, Inc. - Former COO & Senior VP","Remy International, Inc. (Foley, William Patrick)"
"Poler, Dwight MacVicar","Bain Capital Private Equity, LP - Senior Advisor","Toys ""R"" Us, Inc. (Goldstein, Michael ), Toys ""R"" Us, Inc. (Matthews, Norman S.)"
"Polet, Robert Bram",Safilo Group S.p.A. - Non-Executive Director,"RELX Group plc (Reid, David Edward), RELX NV (Reid, David Edward), RELX PLC (LSE:REL) (Reid, David Edward)"
"Polett, Daniel H.",Temple University - Chairman,"Meridian Bancorp, Inc. (Erving, Julius W.)"
"Poletti, Thomas J.","Manatt, Phelps & Phillips, LLP - Partner of Capital Markets Practice In Orange County Office","Companyfinance.com, Inc. (Schmitz, Clarence T.)"
"Poliner, Gary Alan",NML Variable Annuity Account A,"MGIC Investment Corporation (NYSE:MTG) (Lubar, Sheldon Bernard)"
"Poling, Gregory E.",GCP Applied Technologies Inc. - Former Executive Chairman,"FXI, Inc. (Davis, Eugene Irwin), FXI, Inc. (Hudgins, Thomas M.), FXI, Inc. (Kamsky, Virginia A.)"
"Polite, Leroy R.",JEA - Former Director,"JEA (Foley, William Patrick)"
"Polk Jr., Frank L.",The Boys' Club of New York - Former Trustee,"The Boys' Club of New York (Clark, Howard L.)"
"Polk, Michael B.","Newell Brands Inc. - Former CEO, President & Director","Newell Brands Inc. (NasdaqGS:NWL) (Martin, Douglas L.)"
"Polk, Samuel S.",Hospital for Special Surgery - Life Trustee,"Hospital for Special Surgery, Inc. (Benson, James Michael)"
"Polk, Stephen R.","concepts direct, inc.","Business Leaders for Michigan (Wagoner, G. Richard), Caerus Ventures (Jordan, John Weaver)"
"Polk, William ",Egis Capital Partners LLC - Managing Partner,"CapitalSource Inc. (Kilrea, Jeffrey )"
"Polkinghorn FSA, Philip Konrad","Great Southern Life Insurance Company - President, CEO & Director","Lombard International Life Assurance Company (Baird, Patrick Steven), Lombard International Life Assurance Company (Chee, Menes Ong), Lombard International Life Assurance Company of New York (Baird, Patrick Steven), Lombard International Life Assurance Company of New York (Chee, Menes Ong), PHL Variable Insurance Company (Cheliotis, Kostas ) and 9 Other Connections"
"Poll, Dean J.",The Boys' Club of New York - Vice President and Member of The Board of Trustees,"The Boys' Club of New York (Clark, Howard L.)"
"Pollack, Bruce Glen",Centre Partners Management LLC - Managing Partner,"Salton Inc. (Maura, David M.)"
"Pollack, Emily Rachel",Cornell Capital LLC - Managing Director,"Talcott Resolution Life Insurance Company (Repasy, Christine Hayer)"
"Pollack, Lester ",Centre Partners Management LLC - Former Founder & Managing Director,"Bank Leumi USA (Goldstein, Michael ), Lazard Frères & Co. LLC (Tanner, David Allen), Transco Energy Company, LLC (Bailey, Keith E.), Transco Energy Company, LLC (Bumgarner, John C.)"
"Pollak, Edward",Witco Corporation - Former Vice President - Asia/pacific,"The Valspar Corporation (Lumley, David R.)"
"Pollard, Alisa ",dnata Travel Services - Vice President of Business Development,"Stella Travel Services (UK) Ltd (Gaines, Elizabeth Anne)"
"Pollard, Brent",Small Business Development Corporation - Director,"Small Business Development Corporation (Brayshaw, Geoffrey Frank)"
"Pollard, Gregory I.",Eguana Technologies Inc. - Former Interim Chief Financial Officer,"Connacher Oil and Gas Limited (OTCPK:CLLZ.F) (Davis, Eugene Irwin)"
"Pollard, Joanne Elizabeth",ninemsn Pty Ltd - Former Chief Executive Officer,"Nine Entertainment Co. Holdings Limited (ASX:NEC) (Gaines, Elizabeth Anne)"
"Pollard, John",Creat Resources Holdings Limited - Former Chief Executive Officer and Director,"Creat Resources Holdings Limited (Tanner, David Allen)"
"Pollard, Veronica ",Granite Broadcasting Corporation - Former Director,"Granite Broadcasting Corporation (Davis, Eugene Irwin)"
"Pollard, William L.",Greater Washington Board of Trade - Director,"Brooklyn Academy Of Music Inc. (Gilmartin, MaryAnne )"
"Pollett, William ",Blue Capital Reinsurance Holdings Ltd. - Former President,"Blue Capital Reinsurance Holdings Ltd. (NYSE:BCRH) (Paquette, Michael Scott)"
"Pollock BACC, Jeffrey",Perth Airport Pty Ltd - Former Director,"Perth Airport Pty Ltd (Power, Neville Joseph)"
"Pollock, Edward W.","CTO Realty Growth, Inc. - Former Director","Consolidated-Tomoka Land Co. (AMEX:CTO) (Jordan, James Edward)"
"Pollock, Jonathan David",Elliott Advisors (UK) Limited - Chief Executive Officer and Director,"Avocet Mining plc (LSE:AVM) (Toll, Gordon Leonard)"
"Polovineo, Ivo John",Lynas Corporation Limited - Joint Company Secretary,"Sino Gold Mining Pty Limited (Woodall, David G.), Young Australian Mines Ltd. (OTCPK:MYMN.F) (Forrest, John Andrew Henry), Young Australian Mines Ltd. (OTCPK:MYMN.F) (Linegar, Christopher )"
"Polsky, Alan David","Colliers Securities LLC, Research Division - Former Senior Vice President","Municipal Securities Rulemaking Board (Cochran, Robert Phillips)"
"Polydoridis, Michalis ",Interfund Investments Plc. - Compliance Officer,"R&Q Cyprus Ltd (Byrne, Mark J.)"
"Polzin, Mark F.",Genco Shipping & Trading Limited - Former Director,"Genco Shipping & Trading Limited (NYSE:GNK) (Davis, Eugene Irwin)"
"Pombo, Fernando","Gómez-Acebo & Pombo Abogados, S.L.P. - Founding Partner, President, and Member of Administrative Board","Martindale-Hubbell, Inc. (Archer, Dennis Wayne)"
"Pomerantz, Laura H.",Retail Opportunity Investments Corp. - Independent Director,"Carnegie Hall Corporation (Zankel, Arthur), The Elder-Beerman Stores Corp. (Davis, Eugene Irwin)"
"Pomeroy, Claire ","Becton, Dickinson and Company - Independent Director","Becton, Dickinson and Company (NYSE:BDX) (Olson, Frank A.)"
"Pomeroy, Wesley Alfred",Universal Copper Ltd. - Independent Director,"Silver Bull Resources, Inc. (OTCPK:SVBL) (Kunz, Daniel James)"
"Pompejus, Markus",BASF Enzymes LLC - Chief Executive Officer,"BASF Enzymes LLC (Ruch, Joshua )"
"Pomplun, Kevin","Algo LLC - Founder, Chief Executive Officer, and President","Algo LLC (Robinson, James D.)"
"Pomposini, Tara",National Council of Young Men's Christian Associations of the United States of America - Former Director,"National Council of Young Men's Christian Associations of the United States of America (Malcolm, Steven J.)"
"Pomranz, Jon",Multiply - Former Vice President of Finance,"Multiply (Davis, Eugene Irwin)"
"Pomroy, Robert Neal",aPriori Capital Partners L.P. - Consultant,"HealthMarkets, Inc. (Chu, Chinh E.), The J.G. Wentworth Company (Davis, Eugene Irwin)"
"Ponczak, Kristine B.","Rural/Metro Corporation - Former Chief Financial Officer, Senior Vice President and Corporate Secretary","Rural/Metro Corporation (Davis, Eugene Irwin)"
"Pond Jr., Byron O.","Amcast Industrial Corporation - Former Chairman of the Board, Chief Executive Officer, President and Interim Chief Financial Officer    ","Novanta Inc. (NasdaqGS:NOVT) (Davis, Eugene Irwin)"
"Pond, Kirk P.",Sensata Technologies Holding plc - Former Non-Executive Director,"Axcelis Technologies, Inc. (NasdaqGS:ACLS) (Thompson, H. Brian)"
"Ponder Jr., Daniel E.","Ponder Enterprises, Inc. - Chairman of the Board, President and Co-Owner","CKE Restaurants Holdings, Inc. (Foley, William Patrick)"
"Ponder, Ronald J.","Beechwood, Inc. - Former Chief Executive Officer and President","Lincoln National Corporation (NYSE:LNC) (Cunningham, William H.)"
"Poneman, Daniel B.","Centrus Energy Corp. - CEO, President & Director","Centrus Energy Corp. (AMEX:LEU) (Diament, Michael S.)"
"Pongon, Mike","Point B, Inc. - Chief Executive Officer","National Multiple Sclerosis Society (Gillespie, George J.)"
"Pons, Robert M.","MRV Communications, Inc. - Vice Chairman","HC2 Holdings, Inc. (NYSE:HCHC) (Falcone, Philip Alan), HC2 Holdings, Inc. (NYSE:HCHC) (Gfeller, Warren H.), HC2 Holdings, Inc. (NYSE:HCHC) (Hladek, Keith Michael), HC2 Holdings, Inc. (NYSE:HCHC) (Leffler, Robert V.), HC2 Holdings, Inc. (NYSE:HCHC) (Sena, Michael J.) and 2 Other Connections"
"Ponsolle, Patrick ",Amundi Société Anonyme - Member of Global Advisory Board,"Amundi Asset Management (Cumming, Ian M.), Amundi Asset Management (Glaubinger, Lawrence D.), Amundi Asset Management (Nichols, Jesse Clyde)"
"Pont, Manuel Galarza ","NH Hotel Group, S.A. - Former Director","NH Hotel Group, S.A. (BME:NHH) (Pélisson, Gilles Christian Gérard)"
"Pont, Margarita ","Scotiabank de Puerto Rico, Inc. - Former Director","Scotiabank of Puerto Rico, Inc. (Thomas, Barbara Susan)"
"Pontarelli, Kenneth A.",Broad Street Energy Partners LP - Managing Director and Head of Natural Resources,"Carmike Cinemas, Inc. (Cumming, Ian M.), Carmike Cinemas, Inc. (Hirschfield, Alan J.), Carmike Cinemas, Inc. (Jordan, John Weaver), Carmike Cinemas, Inc. (Zalaznick, David W.)"
"Pontikas MBA, Debbie J.","AmREIT, Inc. - Former Vice President of Investor Relations & Corporate Communications","Anthracite Capital, Inc. (Keil, Jeffrey Craig)"
"Poole, Brian David","OneBeacon Insurance Group, Ltd. - Senior VP & Chief Actuary","AutoOne Insurance Company (Estus, Ian W.), Bedivere Insurance Company (Barrette, Raymond Joseph Rene), Bedivere Insurance Company (Campbell, Reid Tarlton), Bedivere Insurance Company (Davis, Morgan Wesley), Bedivere Insurance Company (Foy, David Thomas) and 2 Other Connections"
"Pooler Jr., Joseph William","Cohen & Company Inc. - Executive VP, CFO & Treasurer","21st Century Media, LLC (Diament, Michael S.)"
"Poomaihealani, Samson","Hawaiian Holdings, Inc. - Former Director","Hawaiian Airlines, Inc. (Hershfield, Lawrence Scott), Hawaiian Holdings, Inc. (NasdaqGS:HA) (Hershfield, Lawrence Scott)"
"Poon, Kai Kit",Emerald Plantation Holdings Limited - Co-Founder,"Emerald Plantation Holdings Limited (OTCPK:EMEX.F) (Davis, Eugene Irwin)"
"Poonen, Sanjay J.","VMware, Inc. - Chief Operating Officer of Customer Operations","DocuSign, Inc. (NasdaqGS:DOCU) (Wagoner, G. Richard)"
"Popa, Laura",Brooklyn Academy Of Music Inc. - Ex-Officio Trustee,"Brooklyn Academy Of Music Inc. (Gilmartin, MaryAnne )"
"Pope, David L.","Texas Exchange Bank, SSB - Director","i2 Technologies, Inc. (Diament, Michael S.)"
"Pope, John Charles","Waste Management, Inc. - Independent Director","Kraft Heinz Intermediate Corporation II (Holiday, Edith E.), Mondelez International, Inc. (NasdaqGS:MDLZ) (Bowlin, John D.), MotivePower Industries, Inc. (Miscoll, James P.), The Kraft Heinz Company (NasdaqGS:KHC) (Choksi, Mary Claire)"
"Pope, Maria MacGregor","Portland General Electric Company - President, CEO & Director","Sterling Financial Corporation (Jaeckel, Scott L.), Sterling Savings Bank (Jaeckel, Scott L.)"
